"","team.survscores","opp.survscores","powscore1","powscore2","opp.powscore1","opp.powscore2","sos.x","rpi.x","rank.x","sos.y","rpi.y","rank.y","orank.x","orank.y","winperlastq.x","winperlastq.y"
"11",0.389994664128782,0.448516258296998,2.74397585455664,0.470050902141032,-0.708313567720428,1.62489873628609,0.5713,0.6631,23,0.5154,0.5798,117,39.5,150,1,0.777777777777778
"12",0.428548144119537,0.448516258296998,-0.0487458932233725,-0.10438530712364,-0.708313567720428,1.62489873628609,0.4572,0.5352,287,0.5154,0.5798,117,222.5,150,0.875,0.777777777777778
"13",0.471154450051783,0.448516258296998,1.01508825335292,0.562216041844202,-0.708313567720428,1.62489873628609,0.6022,0.6299,3,0.5154,0.5798,117,36.5,150,0.666666666666667,0.777777777777778
"14",0.47087649165919,0.448516258296998,-0.864214959246943,2.16973602274209,-0.708313567720428,1.62489873628609,0.4703,0.5324,247,0.5154,0.5798,117,145,150,1,0.777777777777778
"15",0.448679247427482,0.448516258296998,2.03686805337319,1.25507585390658,-0.708313567720428,1.62489873628609,0.5617,0.6123,42,0.5154,0.5798,117,121,150,0.7,0.777777777777778
"16",0.389994664128782,0.475666801223273,2.74397585455664,0.470050902141032,2.1018407057065,0.342309165270805,0.5713,0.6631,23,0.5412,0.5968,78,39.5,116.5,1,0.888888888888889
"17",0.47087649165919,0.475666801223273,-0.864214959246943,2.16973602274209,2.1018407057065,0.342309165270805,0.4703,0.5324,247,0.5412,0.5968,78,145,116.5,1,0.888888888888889
"18",0.471154450051783,0.475666801223273,1.01508825335292,0.562216041844202,2.1018407057065,0.342309165270805,0.6022,0.6299,3,0.5412,0.5968,78,36.5,116.5,0.666666666666667,0.888888888888889
"19",0.428548144119537,0.475666801223273,-0.0487458932233725,-0.10438530712364,2.1018407057065,0.342309165270805,0.4572,0.5352,287,0.5412,0.5968,78,222.5,116.5,0.875,0.888888888888889
"20",0.448679247427482,0.475666801223273,2.03686805337319,1.25507585390658,2.1018407057065,0.342309165270805,0.5617,0.6123,42,0.5412,0.5968,78,121,116.5,0.7,0.888888888888889
"21",0.448516258296998,0.475666801223273,-0.708313567720428,1.62489873628609,2.1018407057065,0.342309165270805,0.5154,0.5798,117,0.5412,0.5968,78,150,116.5,0.777777777777778,0.888888888888889
"22",0.448516258296998,0.483752334873705,-0.708313567720428,1.62489873628609,1.33862728867038,0.233674198182162,0.5154,0.5798,117,0.5672,0.5932,30,150,43,0.777777777777778,0.5
"23",0.428548144119537,0.483752334873705,-0.0487458932233725,-0.10438530712364,1.33862728867038,0.233674198182162,0.4572,0.5352,287,0.5672,0.5932,30,222.5,43,0.875,0.5
"24",0.389994664128782,0.483752334873705,2.74397585455664,0.470050902141032,1.33862728867038,0.233674198182162,0.5713,0.6631,23,0.5672,0.5932,30,39.5,43,1,0.5
"25",0.471154450051783,0.483752334873705,1.01508825335292,0.562216041844202,1.33862728867038,0.233674198182162,0.6022,0.6299,3,0.5672,0.5932,30,36.5,43,0.666666666666667,0.5
"26",0.475666801223273,0.483752334873705,2.1018407057065,0.342309165270805,1.33862728867038,0.233674198182162,0.5412,0.5968,78,0.5672,0.5932,30,116.5,43,0.888888888888889,0.5
"27",0.47087649165919,0.483752334873705,-0.864214959246943,2.16973602274209,1.33862728867038,0.233674198182162,0.4703,0.5324,247,0.5672,0.5932,30,145,43,1,0.5
"28",0.448679247427482,0.483752334873705,2.03686805337319,1.25507585390658,1.33862728867038,0.233674198182162,0.5617,0.6123,42,0.5672,0.5932,30,121,43,0.7,0.5
"29",0.448679247427482,0.468356399876197,2.03686805337319,1.25507585390658,1.96866320735733,1.50629915113878,0.5617,0.6123,42,0.5451,0.5848,74,121,31.5,0.7,0.875
"30",0.483752334873705,0.468356399876197,1.33862728867038,0.233674198182162,1.96866320735733,1.50629915113878,0.5672,0.5932,30,0.5451,0.5848,74,43,31.5,0.5,0.875
"31",0.428548144119537,0.468356399876197,-0.0487458932233725,-0.10438530712364,1.96866320735733,1.50629915113878,0.4572,0.5352,287,0.5451,0.5848,74,222.5,31.5,0.875,0.875
"32",0.471154450051783,0.468356399876197,1.01508825335292,0.562216041844202,1.96866320735733,1.50629915113878,0.6022,0.6299,3,0.5451,0.5848,74,36.5,31.5,0.666666666666667,0.875
"33",0.475666801223273,0.468356399876197,2.1018407057065,0.342309165270805,1.96866320735733,1.50629915113878,0.5412,0.5968,78,0.5451,0.5848,74,116.5,31.5,0.888888888888889,0.875
"34",0.448516258296998,0.468356399876197,-0.708313567720428,1.62489873628609,1.96866320735733,1.50629915113878,0.5154,0.5798,117,0.5451,0.5848,74,150,31.5,0.777777777777778,0.875
"35",0.47087649165919,0.468356399876197,-0.864214959246943,2.16973602274209,1.96866320735733,1.50629915113878,0.4703,0.5324,247,0.5451,0.5848,74,145,31.5,1,0.875
"36",0.389994664128782,0.468356399876197,2.74397585455664,0.470050902141032,1.96866320735733,1.50629915113878,0.5713,0.6631,23,0.5451,0.5848,74,39.5,31.5,1,0.875
"37",0.471154450051783,0.476091202991438,1.01508825335292,0.562216041844202,-0.0387419587156983,-0.378545843569392,0.6022,0.6299,3,0.5516,0.5828,60,36.5,78,0.666666666666667,0.625
"38",0.468356399876197,0.476091202991438,1.96866320735733,1.50629915113878,-0.0387419587156983,-0.378545843569392,0.5451,0.5848,74,0.5516,0.5828,60,31.5,78,0.875,0.625
"39",0.448679247427482,0.476091202991438,2.03686805337319,1.25507585390658,-0.0387419587156983,-0.378545843569392,0.5617,0.6123,42,0.5516,0.5828,60,121,78,0.7,0.625
"40",0.483752334873705,0.476091202991438,1.33862728867038,0.233674198182162,-0.0387419587156983,-0.378545843569392,0.5672,0.5932,30,0.5516,0.5828,60,43,78,0.5,0.625
"41",0.428548144119537,0.476091202991438,-0.0487458932233725,-0.10438530712364,-0.0387419587156983,-0.378545843569392,0.4572,0.5352,287,0.5516,0.5828,60,222.5,78,0.875,0.625
"42",0.47087649165919,0.476091202991438,-0.864214959246943,2.16973602274209,-0.0387419587156983,-0.378545843569392,0.4703,0.5324,247,0.5516,0.5828,60,145,78,1,0.625
"43",0.475666801223273,0.476091202991438,2.1018407057065,0.342309165270805,-0.0387419587156983,-0.378545843569392,0.5412,0.5968,78,0.5516,0.5828,60,116.5,78,0.888888888888889,0.625
"44",0.389994664128782,0.476091202991438,2.74397585455664,0.470050902141032,-0.0387419587156983,-0.378545843569392,0.5713,0.6631,23,0.5516,0.5828,60,39.5,78,1,0.625
"45",0.448516258296998,0.476091202991438,-0.708313567720428,1.62489873628609,-0.0387419587156983,-0.378545843569392,0.5154,0.5798,117,0.5516,0.5828,60,150,78,0.777777777777778,0.625
"46",0.468356399876197,0.482817670985052,1.96866320735733,1.50629915113878,0.889778259867855,0.462680342871379,0.5451,0.5848,74,0.4488,0.5188,305,31.5,294,0.875,0.875
"47",0.428548144119537,0.482817670985052,-0.0487458932233725,-0.10438530712364,0.889778259867855,0.462680342871379,0.4572,0.5352,287,0.4488,0.5188,305,222.5,294,0.875,0.875
"48",0.448679247427482,0.482817670985052,2.03686805337319,1.25507585390658,0.889778259867855,0.462680342871379,0.5617,0.6123,42,0.4488,0.5188,305,121,294,0.7,0.875
"49",0.448516258296998,0.482817670985052,-0.708313567720428,1.62489873628609,0.889778259867855,0.462680342871379,0.5154,0.5798,117,0.4488,0.5188,305,150,294,0.777777777777778,0.875
"50",0.471154450051783,0.482817670985052,1.01508825335292,0.562216041844202,0.889778259867855,0.462680342871379,0.6022,0.6299,3,0.4488,0.5188,305,36.5,294,0.666666666666667,0.875
"51",0.476091202991438,0.482817670985052,-0.0387419587156983,-0.378545843569392,0.889778259867855,0.462680342871379,0.5516,0.5828,60,0.4488,0.5188,305,78,294,0.625,0.875
"52",0.475666801223273,0.482817670985052,2.1018407057065,0.342309165270805,0.889778259867855,0.462680342871379,0.5412,0.5968,78,0.4488,0.5188,305,116.5,294,0.888888888888889,0.875
"53",0.47087649165919,0.482817670985052,-0.864214959246943,2.16973602274209,0.889778259867855,0.462680342871379,0.4703,0.5324,247,0.4488,0.5188,305,145,294,1,0.875
"54",0.483752334873705,0.482817670985052,1.33862728867038,0.233674198182162,0.889778259867855,0.462680342871379,0.5672,0.5932,30,0.4488,0.5188,305,43,294,0.5,0.875
"55",0.389994664128782,0.482817670985052,2.74397585455664,0.470050902141032,0.889778259867855,0.462680342871379,0.5713,0.6631,23,0.4488,0.5188,305,39.5,294,1,0.875
"56",0.448679247427482,0.437307898220389,2.03686805337319,1.25507585390658,-0.297323991945435,3.66600705922397,0.5617,0.6123,42,0.5237,0.5866,103,121,66,0.7,0.888888888888889
"57",0.468356399876197,0.437307898220389,1.96866320735733,1.50629915113878,-0.297323991945435,3.66600705922397,0.5451,0.5848,74,0.5237,0.5866,103,31.5,66,0.875,0.888888888888889
"58",0.448516258296998,0.437307898220389,-0.708313567720428,1.62489873628609,-0.297323991945435,3.66600705922397,0.5154,0.5798,117,0.5237,0.5866,103,150,66,0.777777777777778,0.888888888888889
"59",0.47087649165919,0.437307898220389,-0.864214959246943,2.16973602274209,-0.297323991945435,3.66600705922397,0.4703,0.5324,247,0.5237,0.5866,103,145,66,1,0.888888888888889
"60",0.428548144119537,0.437307898220389,-0.0487458932233725,-0.10438530712364,-0.297323991945435,3.66600705922397,0.4572,0.5352,287,0.5237,0.5866,103,222.5,66,0.875,0.888888888888889
"61",0.482817670985052,0.437307898220389,0.889778259867855,0.462680342871379,-0.297323991945435,3.66600705922397,0.4488,0.5188,305,0.5237,0.5866,103,294,66,0.875,0.888888888888889
"62",0.476091202991438,0.437307898220389,-0.0387419587156983,-0.378545843569392,-0.297323991945435,3.66600705922397,0.5516,0.5828,60,0.5237,0.5866,103,78,66,0.625,0.888888888888889
"63",0.483752334873705,0.437307898220389,1.33862728867038,0.233674198182162,-0.297323991945435,3.66600705922397,0.5672,0.5932,30,0.5237,0.5866,103,43,66,0.5,0.888888888888889
"64",0.475666801223273,0.437307898220389,2.1018407057065,0.342309165270805,-0.297323991945435,3.66600705922397,0.5412,0.5968,78,0.5237,0.5866,103,116.5,66,0.888888888888889,0.888888888888889
"65",0.389994664128782,0.437307898220389,2.74397585455664,0.470050902141032,-0.297323991945435,3.66600705922397,0.5713,0.6631,23,0.5237,0.5866,103,39.5,66,1,0.888888888888889
"66",0.471154450051783,0.437307898220389,1.01508825335292,0.562216041844202,-0.297323991945435,3.66600705922397,0.6022,0.6299,3,0.5237,0.5866,103,36.5,66,0.666666666666667,0.888888888888889
"67",0.428548144119537,0.461230687981209,-0.0487458932233725,-0.10438530712364,0.329187664728076,0.00317084248879945,0.4572,0.5352,287,0.5273,0.592,93,222.5,57,0.875,0.7
"68",0.389994664128782,0.461230687981209,2.74397585455664,0.470050902141032,0.329187664728076,0.00317084248879945,0.5713,0.6631,23,0.5273,0.592,93,39.5,57,1,0.7
"69",0.476091202991438,0.461230687981209,-0.0387419587156983,-0.378545843569392,0.329187664728076,0.00317084248879945,0.5516,0.5828,60,0.5273,0.592,93,78,57,0.625,0.7
"70",0.468356399876197,0.461230687981209,1.96866320735733,1.50629915113878,0.329187664728076,0.00317084248879945,0.5451,0.5848,74,0.5273,0.592,93,31.5,57,0.875,0.7
"71",0.482817670985052,0.461230687981209,0.889778259867855,0.462680342871379,0.329187664728076,0.00317084248879945,0.4488,0.5188,305,0.5273,0.592,93,294,57,0.875,0.7
"72",0.437307898220389,0.461230687981209,-0.297323991945435,3.66600705922397,0.329187664728076,0.00317084248879945,0.5237,0.5866,103,0.5273,0.592,93,66,57,0.888888888888889,0.7
"73",0.475666801223273,0.461230687981209,2.1018407057065,0.342309165270805,0.329187664728076,0.00317084248879945,0.5412,0.5968,78,0.5273,0.592,93,116.5,57,0.888888888888889,0.7
"74",0.47087649165919,0.461230687981209,-0.864214959246943,2.16973602274209,0.329187664728076,0.00317084248879945,0.4703,0.5324,247,0.5273,0.592,93,145,57,1,0.7
"75",0.483752334873705,0.461230687981209,1.33862728867038,0.233674198182162,0.329187664728076,0.00317084248879945,0.5672,0.5932,30,0.5273,0.592,93,43,57,0.5,0.7
"76",0.448679247427482,0.461230687981209,2.03686805337319,1.25507585390658,0.329187664728076,0.00317084248879945,0.5617,0.6123,42,0.5273,0.592,93,121,57,0.7,0.7
"77",0.448516258296998,0.461230687981209,-0.708313567720428,1.62489873628609,0.329187664728076,0.00317084248879945,0.5154,0.5798,117,0.5273,0.592,93,150,57,0.777777777777778,0.7
"78",0.471154450051783,0.461230687981209,1.01508825335292,0.562216041844202,0.329187664728076,0.00317084248879945,0.6022,0.6299,3,0.5273,0.592,93,36.5,57,0.666666666666667,0.7
"79",0.468356399876197,0.365445433839092,1.96866320735733,1.50629915113878,1.71327590852491,1.91879498343268,0.5451,0.5848,74,0.5881,0.6613,12,31.5,8,0.875,0.888888888888889
"80",0.448679247427482,0.365445433839092,2.03686805337319,1.25507585390658,1.71327590852491,1.91879498343268,0.5617,0.6123,42,0.5881,0.6613,12,121,8,0.7,0.888888888888889
"81",0.47087649165919,0.365445433839092,-0.864214959246943,2.16973602274209,1.71327590852491,1.91879498343268,0.4703,0.5324,247,0.5881,0.6613,12,145,8,1,0.888888888888889
"82",0.471154450051783,0.365445433839092,1.01508825335292,0.562216041844202,1.71327590852491,1.91879498343268,0.6022,0.6299,3,0.5881,0.6613,12,36.5,8,0.666666666666667,0.888888888888889
"83",0.389994664128782,0.365445433839092,2.74397585455664,0.470050902141032,1.71327590852491,1.91879498343268,0.5713,0.6631,23,0.5881,0.6613,12,39.5,8,1,0.888888888888889
"84",0.428548144119537,0.365445433839092,-0.0487458932233725,-0.10438530712364,1.71327590852491,1.91879498343268,0.4572,0.5352,287,0.5881,0.6613,12,222.5,8,0.875,0.888888888888889
"85",0.476091202991438,0.365445433839092,-0.0387419587156983,-0.378545843569392,1.71327590852491,1.91879498343268,0.5516,0.5828,60,0.5881,0.6613,12,78,8,0.625,0.888888888888889
"86",0.482817670985052,0.365445433839092,0.889778259867855,0.462680342871379,1.71327590852491,1.91879498343268,0.4488,0.5188,305,0.5881,0.6613,12,294,8,0.875,0.888888888888889
"87",0.437307898220389,0.365445433839092,-0.297323991945435,3.66600705922397,1.71327590852491,1.91879498343268,0.5237,0.5866,103,0.5881,0.6613,12,66,8,0.888888888888889,0.888888888888889
"88",0.475666801223273,0.365445433839092,2.1018407057065,0.342309165270805,1.71327590852491,1.91879498343268,0.5412,0.5968,78,0.5881,0.6613,12,116.5,8,0.888888888888889,0.888888888888889
"89",0.448516258296998,0.365445433839092,-0.708313567720428,1.62489873628609,1.71327590852491,1.91879498343268,0.5154,0.5798,117,0.5881,0.6613,12,150,8,0.777777777777778,0.888888888888889
"90",0.461230687981209,0.365445433839092,0.329187664728076,0.00317084248879945,1.71327590852491,1.91879498343268,0.5273,0.592,93,0.5881,0.6613,12,57,8,0.7,0.888888888888889
"91",0.483752334873705,0.365445433839092,1.33862728867038,0.233674198182162,1.71327590852491,1.91879498343268,0.5672,0.5932,30,0.5881,0.6613,12,43,8,0.5,0.888888888888889
"92",0.428548144119537,0.472624387727066,-0.0487458932233725,-0.10438530712364,0.131925640949526,2.31639236389154,0.4572,0.5352,287,0.4792,0.5557,212,222.5,243.5,0.875,0.727272727272727
"93",0.476091202991438,0.472624387727066,-0.0387419587156983,-0.378545843569392,0.131925640949526,2.31639236389154,0.5516,0.5828,60,0.4792,0.5557,212,78,243.5,0.625,0.727272727272727
"94",0.482817670985052,0.472624387727066,0.889778259867855,0.462680342871379,0.131925640949526,2.31639236389154,0.4488,0.5188,305,0.4792,0.5557,212,294,243.5,0.875,0.727272727272727
"95",0.448679247427482,0.472624387727066,2.03686805337319,1.25507585390658,0.131925640949526,2.31639236389154,0.5617,0.6123,42,0.4792,0.5557,212,121,243.5,0.7,0.727272727272727
"96",0.448516258296998,0.472624387727066,-0.708313567720428,1.62489873628609,0.131925640949526,2.31639236389154,0.5154,0.5798,117,0.4792,0.5557,212,150,243.5,0.777777777777778,0.727272727272727
"97",0.437307898220389,0.472624387727066,-0.297323991945435,3.66600705922397,0.131925640949526,2.31639236389154,0.5237,0.5866,103,0.4792,0.5557,212,66,243.5,0.888888888888889,0.727272727272727
"98",0.483752334873705,0.472624387727066,1.33862728867038,0.233674198182162,0.131925640949526,2.31639236389154,0.5672,0.5932,30,0.4792,0.5557,212,43,243.5,0.5,0.727272727272727
"99",0.389994664128782,0.472624387727066,2.74397585455664,0.470050902141032,0.131925640949526,2.31639236389154,0.5713,0.6631,23,0.4792,0.5557,212,39.5,243.5,1,0.727272727272727
"100",0.468356399876197,0.472624387727066,1.96866320735733,1.50629915113878,0.131925640949526,2.31639236389154,0.5451,0.5848,74,0.4792,0.5557,212,31.5,243.5,0.875,0.727272727272727
"101",0.461230687981209,0.472624387727066,0.329187664728076,0.00317084248879945,0.131925640949526,2.31639236389154,0.5273,0.592,93,0.4792,0.5557,212,57,243.5,0.7,0.727272727272727
"102",0.365445433839092,0.472624387727066,1.71327590852491,1.91879498343268,0.131925640949526,2.31639236389154,0.5881,0.6613,12,0.4792,0.5557,212,8,243.5,0.888888888888889,0.727272727272727
"103",0.47087649165919,0.472624387727066,-0.864214959246943,2.16973602274209,0.131925640949526,2.31639236389154,0.4703,0.5324,247,0.4792,0.5557,212,145,243.5,1,0.727272727272727
"104",0.471154450051783,0.472624387727066,1.01508825335292,0.562216041844202,0.131925640949526,2.31639236389154,0.6022,0.6299,3,0.4792,0.5557,212,36.5,243.5,0.666666666666667,0.727272727272727
"105",0.475666801223273,0.472624387727066,2.1018407057065,0.342309165270805,0.131925640949526,2.31639236389154,0.5412,0.5968,78,0.4792,0.5557,212,116.5,243.5,0.888888888888889,0.727272727272727
"106",0.472624387727066,0.486450298708187,0.131925640949526,2.31639236389154,1.20861630809527,-0.254829924894873,0.4792,0.5557,212,0.5883,0.6036,11,243.5,55.5,0.727272727272727,0.714285714285714
"107",0.482817670985052,0.486450298708187,0.889778259867855,0.462680342871379,1.20861630809527,-0.254829924894873,0.4488,0.5188,305,0.5883,0.6036,11,294,55.5,0.875,0.714285714285714
"108",0.389994664128782,0.486450298708187,2.74397585455664,0.470050902141032,1.20861630809527,-0.254829924894873,0.5713,0.6631,23,0.5883,0.6036,11,39.5,55.5,1,0.714285714285714
"109",0.448679247427482,0.486450298708187,2.03686805337319,1.25507585390658,1.20861630809527,-0.254829924894873,0.5617,0.6123,42,0.5883,0.6036,11,121,55.5,0.7,0.714285714285714
"110",0.437307898220389,0.486450298708187,-0.297323991945435,3.66600705922397,1.20861630809527,-0.254829924894873,0.5237,0.5866,103,0.5883,0.6036,11,66,55.5,0.888888888888889,0.714285714285714
"111",0.365445433839092,0.486450298708187,1.71327590852491,1.91879498343268,1.20861630809527,-0.254829924894873,0.5881,0.6613,12,0.5883,0.6036,11,8,55.5,0.888888888888889,0.714285714285714
"112",0.47087649165919,0.486450298708187,-0.864214959246943,2.16973602274209,1.20861630809527,-0.254829924894873,0.4703,0.5324,247,0.5883,0.6036,11,145,55.5,1,0.714285714285714
"113",0.428548144119537,0.486450298708187,-0.0487458932233725,-0.10438530712364,1.20861630809527,-0.254829924894873,0.4572,0.5352,287,0.5883,0.6036,11,222.5,55.5,0.875,0.714285714285714
"114",0.475666801223273,0.486450298708187,2.1018407057065,0.342309165270805,1.20861630809527,-0.254829924894873,0.5412,0.5968,78,0.5883,0.6036,11,116.5,55.5,0.888888888888889,0.714285714285714
"115",0.471154450051783,0.486450298708187,1.01508825335292,0.562216041844202,1.20861630809527,-0.254829924894873,0.6022,0.6299,3,0.5883,0.6036,11,36.5,55.5,0.666666666666667,0.714285714285714
"116",0.448516258296998,0.486450298708187,-0.708313567720428,1.62489873628609,1.20861630809527,-0.254829924894873,0.5154,0.5798,117,0.5883,0.6036,11,150,55.5,0.777777777777778,0.714285714285714
"117",0.468356399876197,0.486450298708187,1.96866320735733,1.50629915113878,1.20861630809527,-0.254829924894873,0.5451,0.5848,74,0.5883,0.6036,11,31.5,55.5,0.875,0.714285714285714
"118",0.483752334873705,0.486450298708187,1.33862728867038,0.233674198182162,1.20861630809527,-0.254829924894873,0.5672,0.5932,30,0.5883,0.6036,11,43,55.5,0.5,0.714285714285714
"119",0.476091202991438,0.486450298708187,-0.0387419587156983,-0.378545843569392,1.20861630809527,-0.254829924894873,0.5516,0.5828,60,0.5883,0.6036,11,78,55.5,0.625,0.714285714285714
"120",0.461230687981209,0.486450298708187,0.329187664728076,0.00317084248879945,1.20861630809527,-0.254829924894873,0.5273,0.592,93,0.5883,0.6036,11,57,55.5,0.7,0.714285714285714
"121",0.389994664128782,0.478554998497714,2.74397585455664,0.470050902141032,1.37528011186217,-0.659962765435185,0.5713,0.6631,23,0.5632,0.582,39,39.5,176,1,0.555555555555556
"122",0.47087649165919,0.478554998497714,-0.864214959246943,2.16973602274209,1.37528011186217,-0.659962765435185,0.4703,0.5324,247,0.5632,0.582,39,145,176,1,0.555555555555556
"123",0.483752334873705,0.478554998497714,1.33862728867038,0.233674198182162,1.37528011186217,-0.659962765435185,0.5672,0.5932,30,0.5632,0.582,39,43,176,0.5,0.555555555555556
"124",0.471154450051783,0.478554998497714,1.01508825335292,0.562216041844202,1.37528011186217,-0.659962765435185,0.6022,0.6299,3,0.5632,0.582,39,36.5,176,0.666666666666667,0.555555555555556
"125",0.476091202991438,0.478554998497714,-0.0387419587156983,-0.378545843569392,1.37528011186217,-0.659962765435185,0.5516,0.5828,60,0.5632,0.582,39,78,176,0.625,0.555555555555556
"126",0.448516258296998,0.478554998497714,-0.708313567720428,1.62489873628609,1.37528011186217,-0.659962765435185,0.5154,0.5798,117,0.5632,0.582,39,150,176,0.777777777777778,0.555555555555556
"127",0.461230687981209,0.478554998497714,0.329187664728076,0.00317084248879945,1.37528011186217,-0.659962765435185,0.5273,0.592,93,0.5632,0.582,39,57,176,0.7,0.555555555555556
"128",0.365445433839092,0.478554998497714,1.71327590852491,1.91879498343268,1.37528011186217,-0.659962765435185,0.5881,0.6613,12,0.5632,0.582,39,8,176,0.888888888888889,0.555555555555556
"129",0.486450298708187,0.478554998497714,1.20861630809527,-0.254829924894873,1.37528011186217,-0.659962765435185,0.5883,0.6036,11,0.5632,0.582,39,55.5,176,0.714285714285714,0.555555555555556
"130",0.437307898220389,0.478554998497714,-0.297323991945435,3.66600705922397,1.37528011186217,-0.659962765435185,0.5237,0.5866,103,0.5632,0.582,39,66,176,0.888888888888889,0.555555555555556
"131",0.428548144119537,0.478554998497714,-0.0487458932233725,-0.10438530712364,1.37528011186217,-0.659962765435185,0.4572,0.5352,287,0.5632,0.582,39,222.5,176,0.875,0.555555555555556
"132",0.475666801223273,0.478554998497714,2.1018407057065,0.342309165270805,1.37528011186217,-0.659962765435185,0.5412,0.5968,78,0.5632,0.582,39,116.5,176,0.888888888888889,0.555555555555556
"133",0.448679247427482,0.478554998497714,2.03686805337319,1.25507585390658,1.37528011186217,-0.659962765435185,0.5617,0.6123,42,0.5632,0.582,39,121,176,0.7,0.555555555555556
"134",0.482817670985052,0.478554998497714,0.889778259867855,0.462680342871379,1.37528011186217,-0.659962765435185,0.4488,0.5188,305,0.5632,0.582,39,294,176,0.875,0.555555555555556
"135",0.472624387727066,0.478554998497714,0.131925640949526,2.31639236389154,1.37528011186217,-0.659962765435185,0.4792,0.5557,212,0.5632,0.582,39,243.5,176,0.727272727272727,0.555555555555556
"136",0.468356399876197,0.478554998497714,1.96866320735733,1.50629915113878,1.37528011186217,-0.659962765435185,0.5451,0.5848,74,0.5632,0.582,39,31.5,176,0.875,0.555555555555556
"137",0.47087649165919,0.478834131968684,-0.864214959246943,2.16973602274209,0.738928068592344,-0.0122186393242815,0.4703,0.5324,247,0.4998,0.5695,150,145,227,1,0.888888888888889
"138",0.365445433839092,0.478834131968684,1.71327590852491,1.91879498343268,0.738928068592344,-0.0122186393242815,0.5881,0.6613,12,0.4998,0.5695,150,8,227,0.888888888888889,0.888888888888889
"139",0.476091202991438,0.478834131968684,-0.0387419587156983,-0.378545843569392,0.738928068592344,-0.0122186393242815,0.5516,0.5828,60,0.4998,0.5695,150,78,227,0.625,0.888888888888889
"140",0.486450298708187,0.478834131968684,1.20861630809527,-0.254829924894873,0.738928068592344,-0.0122186393242815,0.5883,0.6036,11,0.4998,0.5695,150,55.5,227,0.714285714285714,0.888888888888889
"141",0.448516258296998,0.478834131968684,-0.708313567720428,1.62489873628609,0.738928068592344,-0.0122186393242815,0.5154,0.5798,117,0.4998,0.5695,150,150,227,0.777777777777778,0.888888888888889
"142",0.428548144119537,0.478834131968684,-0.0487458932233725,-0.10438530712364,0.738928068592344,-0.0122186393242815,0.4572,0.5352,287,0.4998,0.5695,150,222.5,227,0.875,0.888888888888889
"143",0.475666801223273,0.478834131968684,2.1018407057065,0.342309165270805,0.738928068592344,-0.0122186393242815,0.5412,0.5968,78,0.4998,0.5695,150,116.5,227,0.888888888888889,0.888888888888889
"144",0.461230687981209,0.478834131968684,0.329187664728076,0.00317084248879945,0.738928068592344,-0.0122186393242815,0.5273,0.592,93,0.4998,0.5695,150,57,227,0.7,0.888888888888889
"145",0.468356399876197,0.478834131968684,1.96866320735733,1.50629915113878,0.738928068592344,-0.0122186393242815,0.5451,0.5848,74,0.4998,0.5695,150,31.5,227,0.875,0.888888888888889
"146",0.482817670985052,0.478834131968684,0.889778259867855,0.462680342871379,0.738928068592344,-0.0122186393242815,0.4488,0.5188,305,0.4998,0.5695,150,294,227,0.875,0.888888888888889
"147",0.437307898220389,0.478834131968684,-0.297323991945435,3.66600705922397,0.738928068592344,-0.0122186393242815,0.5237,0.5866,103,0.4998,0.5695,150,66,227,0.888888888888889,0.888888888888889
