"","oppteam","season","team","id","pred","matchups","team.survscores","opp.survscores","powscore1","powscore2","opp.powscore1","opp.powscore2","sos.x","rpi.x","rank.x","sos.y","rpi.y","rank.y","winperlastq.x","winperlastq.y","orank.x","orank.y"
"25","1139","2015","1124","2015_1124_1139",0.5,"1124_1139",0.471154450051783,0.483752334873705,1.06376794234117,0.367713115153114,1.31979984443973,-0.0345659095958911,0.6022,0.6299,3,0.5672,0.5932,30,0.666666666666667,0.5,36.5,43
"26","1139","2015","1138","2015_1138_1139",0.5,"1138_1139",0.475666801223273,0.483752334873705,2.080884718892,-0.0439119688316877,1.31979984443973,-0.0345659095958911,0.5412,0.5968,78,0.5672,0.5932,30,0.888888888888889,0.5,116.5,43
"27","1139","2015","1125","2015_1125_1139",0.5,"1125_1139",0.47087649165919,0.483752334873705,-0.456557682164201,2.37008279058229,1.31979984443973,-0.0345659095958911,0.4703,0.5324,247,0.5672,0.5932,30,1,0.5,145,43
"28","1139","2015","1116","2015_1116_1139",0.5,"1116_1139",0.448679247427482,0.483752334873705,2.1837307868438,0.880016327631489,1.31979984443973,-0.0345659095958911,0.5617,0.6123,42,0.5672,0.5932,30,0.7,0.5,121,43
"29","1140","2015","1116","2015_1116_1140",0.5,"1116_1140",0.448679247427482,0.468356399876197,2.1837307868438,0.880016327631489,2.13870637864237,1.17989553392214,0.5617,0.6123,42,0.5451,0.5848,74,0.7,0.875,121,31.5
"30","1140","2015","1139","2015_1139_1140",0.5,"1139_1140",0.483752334873705,0.468356399876197,1.31979984443973,-0.0345659095958911,2.13870637864237,1.17989553392214,0.5672,0.5932,30,0.5451,0.5848,74,0.5,0.875,43,31.5
"31","1140","2015","1107","2015_1107_1140",0.5,"1107_1140",0.428548144119537,0.468356399876197,-0.0771664513996507,-0.138047179911353,2.13870637864237,1.17989553392214,0.4572,0.5352,287,0.5451,0.5848,74,0.875,0.875,222.5,31.5
"32","1140","2015","1124","2015_1124_1140",0.5,"1124_1140",0.471154450051783,0.468356399876197,1.06376794234117,0.367713115153114,2.13870637864237,1.17989553392214,0.6022,0.6299,3,0.5451,0.5848,74,0.666666666666667,0.875,36.5,31.5
"33","1140","2015","1138","2015_1138_1140",0.5,"1138_1140",0.475666801223273,0.468356399876197,2.080884718892,-0.0439119688316877,2.13870637864237,1.17989553392214,0.5412,0.5968,78,0.5451,0.5848,74,0.888888888888889,0.875,116.5,31.5
"34","1140","2015","1129","2015_1129_1140",0.5,"1129_1140",0.448516258296998,0.468356399876197,-0.358778066940572,1.91604235108864,2.13870637864237,1.17989553392214,0.5154,0.5798,117,0.5451,0.5848,74,0.777777777777778,0.875,150,31.5
"35","1140","2015","1125","2015_1125_1140",0.5,"1125_1140",0.47087649165919,0.468356399876197,-0.456557682164201,2.37008279058229,2.13870637864237,1.17989553392214,0.4703,0.5324,247,0.5451,0.5848,74,1,0.875,145,31.5
"36","1140","2015","1112","2015_1112_1140",0.5,"1112_1140",0.389994664128782,0.468356399876197,2.7115223883102,-0.0637961053194179,2.13870637864237,1.17989553392214,0.5713,0.6631,23,0.5451,0.5848,74,1,0.875,39.5,31.5
"37","1153","2015","1124","2015_1124_1153",0.5,"1124_1153",0.471154450051783,0.476091202991438,1.06376794234117,0.367713115153114,-0.103133647879918,-0.411569620604073,0.6022,0.6299,3,0.5516,0.5828,60,0.666666666666667,0.625,36.5,78
"38","1153","2015","1140","2015_1140_1153",0.5,"1140_1153",0.468356399876197,0.476091202991438,2.13870637864237,1.17989553392214,-0.103133647879918,-0.411569620604073,0.5451,0.5848,74,0.5516,0.5828,60,0.875,0.625,31.5,78
"39","1153","2015","1116","2015_1116_1153",0.5,"1116_1153",0.448679247427482,0.476091202991438,2.1837307868438,0.880016327631489,-0.103133647879918,-0.411569620604073,0.5617,0.6123,42,0.5516,0.5828,60,0.7,0.625,121,78
"40","1153","2015","1139","2015_1139_1153",0.5,"1139_1153",0.483752334873705,0.476091202991438,1.31979984443973,-0.0345659095958911,-0.103133647879918,-0.411569620604073,0.5672,0.5932,30,0.5516,0.5828,60,0.5,0.625,43,78
"41","1153","2015","1107","2015_1107_1153",0.5,"1107_1153",0.428548144119537,0.476091202991438,-0.0771664513996507,-0.138047179911353,-0.103133647879918,-0.411569620604073,0.4572,0.5352,287,0.5516,0.5828,60,0.875,0.625,222.5,78
"42","1153","2015","1125","2015_1125_1153",0.5,"1125_1153",0.47087649165919,0.476091202991438,-0.456557682164201,2.37008279058229,-0.103133647879918,-0.411569620604073,0.4703,0.5324,247,0.5516,0.5828,60,1,0.625,145,78
"43","1153","2015","1138","2015_1138_1153",0.5,"1138_1153",0.475666801223273,0.476091202991438,2.080884718892,-0.0439119688316877,-0.103133647879918,-0.411569620604073,0.5412,0.5968,78,0.5516,0.5828,60,0.888888888888889,0.625,116.5,78
"44","1153","2015","1112","2015_1112_1153",0.5,"1112_1153",0.389994664128782,0.476091202991438,2.7115223883102,-0.0637961053194179,-0.103133647879918,-0.411569620604073,0.5713,0.6631,23,0.5516,0.5828,60,1,0.625,39.5,78
"45","1153","2015","1129","2015_1129_1153",0.5,"1129_1153",0.448516258296998,0.476091202991438,-0.358778066940572,1.91604235108864,-0.103133647879918,-0.411569620604073,0.5154,0.5798,117,0.5516,0.5828,60,0.777777777777778,0.625,150,78
"46","1157","2015","1140","2015_1140_1157",0.5,"1140_1157",0.468356399876197,0.482817670985052,2.13870637864237,1.17989553392214,0.92438978325159,0.293641269991396,0.5451,0.5848,74,0.4488,0.5188,305,0.875,0.875,31.5,294
"47","1157","2015","1107","2015_1107_1157",0.5,"1107_1157",0.428548144119537,0.482817670985052,-0.0771664513996507,-0.138047179911353,0.92438978325159,0.293641269991396,0.4572,0.5352,287,0.4488,0.5188,305,0.875,0.875,222.5,294
"48","1157","2015","1116","2015_1116_1157",0.5,"1116_1157",0.448679247427482,0.482817670985052,2.1837307868438,0.880016327631489,0.92438978325159,0.293641269991396,0.5617,0.6123,42,0.4488,0.5188,305,0.7,0.875,121,294
"49","1157","2015","1129","2015_1129_1157",0.5,"1129_1157",0.448516258296998,0.482817670985052,-0.358778066940572,1.91604235108864,0.92438978325159,0.293641269991396,0.5154,0.5798,117,0.4488,0.5188,305,0.777777777777778,0.875,150,294
"50","1157","2015","1124","2015_1124_1157",0.5,"1124_1157",0.471154450051783,0.482817670985052,1.06376794234117,0.367713115153114,0.92438978325159,0.293641269991396,0.6022,0.6299,3,0.4488,0.5188,305,0.666666666666667,0.875,36.5,294
"51","1157","2015","1153","2015_1153_1157",0.5,"1153_1157",0.476091202991438,0.482817670985052,-0.103133647879918,-0.411569620604073,0.92438978325159,0.293641269991396,0.5516,0.5828,60,0.4488,0.5188,305,0.625,0.875,78,294
"52","1157","2015","1138","2015_1138_1157",0.5,"1138_1157",0.475666801223273,0.482817670985052,2.080884718892,-0.0439119688316877,0.92438978325159,0.293641269991396,0.5412,0.5968,78,0.4488,0.5188,305,0.888888888888889,0.875,116.5,294
"53","1157","2015","1125","2015_1125_1157",0.5,"1125_1157",0.47087649165919,0.482817670985052,-0.456557682164201,2.37008279058229,0.92438978325159,0.293641269991396,0.4703,0.5324,247,0.4488,0.5188,305,1,0.875,145,294
"54","1157","2015","1139","2015_1139_1157",0.5,"1139_1157",0.483752334873705,0.482817670985052,1.31979984443973,-0.0345659095958911,0.92438978325159,0.293641269991396,0.5672,0.5932,30,0.4488,0.5188,305,0.5,0.875,43,294
"55","1157","2015","1112","2015_1112_1157",0.5,"1112_1157",0.389994664128782,0.482817670985052,2.7115223883102,-0.0637961053194179,0.92438978325159,0.293641269991396,0.5713,0.6631,23,0.4488,0.5188,305,1,0.875,39.5,294
"56","1172","2015","1116","2015_1116_1172",0.5,"1116_1172",0.448679247427482,0.437307898220389,2.1837307868438,0.880016327631489,0.378383441895954,3.76750111422477,0.5617,0.6123,42,0.5237,0.5866,103,0.7,0.888888888888889,121,66
"57","1172","2015","1140","2015_1140_1172",0.5,"1140_1172",0.468356399876197,0.437307898220389,2.13870637864237,1.17989553392214,0.378383441895954,3.76750111422477,0.5451,0.5848,74,0.5237,0.5866,103,0.875,0.888888888888889,31.5,66
"58","1172","2015","1129","2015_1129_1172",0.5,"1129_1172",0.448516258296998,0.437307898220389,-0.358778066940572,1.91604235108864,0.378383441895954,3.76750111422477,0.5154,0.5798,117,0.5237,0.5866,103,0.777777777777778,0.888888888888889,150,66
"59","1172","2015","1125","2015_1125_1172",0.5,"1125_1172",0.47087649165919,0.437307898220389,-0.456557682164201,2.37008279058229,0.378383441895954,3.76750111422477,0.4703,0.5324,247,0.5237,0.5866,103,1,0.888888888888889,145,66
"60","1172","2015","1107","2015_1107_1172",0.5,"1107_1172",0.428548144119537,0.437307898220389,-0.0771664513996507,-0.138047179911353,0.378383441895954,3.76750111422477,0.4572,0.5352,287,0.5237,0.5866,103,0.875,0.888888888888889,222.5,66
"61","1172","2015","1157","2015_1157_1172",0.5,"1157_1172",0.482817670985052,0.437307898220389,0.92438978325159,0.293641269991396,0.378383441895954,3.76750111422477,0.4488,0.5188,305,0.5237,0.5866,103,0.875,0.888888888888889,294,66
"62","1172","2015","1153","2015_1153_1172",0.5,"1153_1172",0.476091202991438,0.437307898220389,-0.103133647879918,-0.411569620604073,0.378383441895954,3.76750111422477,0.5516,0.5828,60,0.5237,0.5866,103,0.625,0.888888888888889,78,66
"63","1172","2015","1139","2015_1139_1172",0.5,"1139_1172",0.483752334873705,0.437307898220389,1.31979984443973,-0.0345659095958911,0.378383441895954,3.76750111422477,0.5672,0.5932,30,0.5237,0.5866,103,0.5,0.888888888888889,43,66
"64","1172","2015","1138","2015_1138_1172",0.5,"1138_1172",0.475666801223273,0.437307898220389,2.080884718892,-0.0439119688316877,0.378383441895954,3.76750111422477,0.5412,0.5968,78,0.5237,0.5866,103,0.888888888888889,0.888888888888889,116.5,66
"65","1172","2015","1112","2015_1112_1172",0.5,"1112_1172",0.389994664128782,0.437307898220389,2.7115223883102,-0.0637961053194179,0.378383441895954,3.76750111422477,0.5713,0.6631,23,0.5237,0.5866,103,1,0.888888888888889,39.5,66
"66","1172","2015","1124","2015_1124_1172",0.5,"1124_1172",0.471154450051783,0.437307898220389,1.06376794234117,0.367713115153114,0.378383441895954,3.76750111422477,0.6022,0.6299,3,0.5237,0.5866,103,0.666666666666667,0.888888888888889,36.5,66
"67","1173","2015","1107","2015_1107_1173",0.5,"1107_1173",0.428548144119537,0.461230687981209,-0.0771664513996507,-0.138047179911353,0.295008829669677,-0.0466472585389268,0.4572,0.5352,287,0.5273,0.592,93,0.875,0.7,222.5,57
"68","1173","2015","1112","2015_1112_1173",0.5,"1112_1173",0.389994664128782,0.461230687981209,2.7115223883102,-0.0637961053194179,0.295008829669677,-0.0466472585389268,0.5713,0.6631,23,0.5273,0.592,93,1,0.7,39.5,57
"69","1173","2015","1153","2015_1153_1173",0.5,"1153_1173",0.476091202991438,0.461230687981209,-0.103133647879918,-0.411569620604073,0.295008829669677,-0.0466472585389268,0.5516,0.5828,60,0.5273,0.592,93,0.625,0.7,78,57
"70","1173","2015","1140","2015_1140_1173",0.5,"1140_1173",0.468356399876197,0.461230687981209,2.13870637864237,1.17989553392214,0.295008829669677,-0.0466472585389268,0.5451,0.5848,74,0.5273,0.592,93,0.875,0.7,31.5,57
"71","1173","2015","1157","2015_1157_1173",0.5,"1157_1173",0.482817670985052,0.461230687981209,0.92438978325159,0.293641269991396,0.295008829669677,-0.0466472585389268,0.4488,0.5188,305,0.5273,0.592,93,0.875,0.7,294,57
"72","1173","2015","1172","2015_1172_1173",0.5,"1172_1173",0.437307898220389,0.461230687981209,0.378383441895954,3.76750111422477,0.295008829669677,-0.0466472585389268,0.5237,0.5866,103,0.5273,0.592,93,0.888888888888889,0.7,66,57
"73","1173","2015","1138","2015_1138_1173",0.5,"1138_1173",0.475666801223273,0.461230687981209,2.080884718892,-0.0439119688316877,0.295008829669677,-0.0466472585389268,0.5412,0.5968,78,0.5273,0.592,93,0.888888888888889,0.7,116.5,57
"74","1173","2015","1125","2015_1125_1173",0.5,"1125_1173",0.47087649165919,0.461230687981209,-0.456557682164201,2.37008279058229,0.295008829669677,-0.0466472585389268,0.4703,0.5324,247,0.5273,0.592,93,1,0.7,145,57
"75","1173","2015","1139","2015_1139_1173",0.5,"1139_1173",0.483752334873705,0.461230687981209,1.31979984443973,-0.0345659095958911,0.295008829669677,-0.0466472585389268,0.5672,0.5932,30,0.5273,0.592,93,0.5,0.7,43,57
"76","1173","2015","1116","2015_1116_1173",0.5,"1116_1173",0.448679247427482,0.461230687981209,2.1837307868438,0.880016327631489,0.295008829669677,-0.0466472585389268,0.5617,0.6123,42,0.5273,0.592,93,0.7,0.7,121,57
"77","1173","2015","1129","2015_1129_1173",0.5,"1129_1173",0.448516258296998,0.461230687981209,-0.358778066940572,1.91604235108864,0.295008829669677,-0.0466472585389268,0.5154,0.5798,117,0.5273,0.592,93,0.777777777777778,0.7,150,57
"78","1173","2015","1124","2015_1124_1173",0.5,"1124_1173",0.471154450051783,0.461230687981209,1.06376794234117,0.367713115153114,0.295008829669677,-0.0466472585389268,0.6022,0.6299,3,0.5273,0.592,93,0.666666666666667,0.7,36.5,57
"79","1181","2015","1140","2015_1140_1181",0.5,"1140_1181",0.468356399876197,0.365445433839092,2.13870637864237,1.17989553392214,1.98754241934158,1.60533569908471,0.5451,0.5848,74,0.5881,0.6613,12,0.875,0.888888888888889,31.5,8
"80","1181","2015","1116","2015_1116_1181",0.5,"1116_1181",0.448679247427482,0.365445433839092,2.1837307868438,0.880016327631489,1.98754241934158,1.60533569908471,0.5617,0.6123,42,0.5881,0.6613,12,0.7,0.888888888888889,121,8
"81","1181","2015","1125","2015_1125_1181",0.5,"1125_1181",0.47087649165919,0.365445433839092,-0.456557682164201,2.37008279058229,1.98754241934158,1.60533569908471,0.4703,0.5324,247,0.5881,0.6613,12,1,0.888888888888889,145,8
"82","1181","2015","1124","2015_1124_1181",0.5,"1124_1181",0.471154450051783,0.365445433839092,1.06376794234117,0.367713115153114,1.98754241934158,1.60533569908471,0.6022,0.6299,3,0.5881,0.6613,12,0.666666666666667,0.888888888888889,36.5,8
"83","1181","2015","1112","2015_1112_1181",0.5,"1112_1181",0.389994664128782,0.365445433839092,2.7115223883102,-0.0637961053194179,1.98754241934158,1.60533569908471,0.5713,0.6631,23,0.5881,0.6613,12,1,0.888888888888889,39.5,8
"84","1181","2015","1107","2015_1107_1181",0.5,"1107_1181",0.428548144119537,0.365445433839092,-0.0771664513996507,-0.138047179911353,1.98754241934158,1.60533569908471,0.4572,0.5352,287,0.5881,0.6613,12,0.875,0.888888888888889,222.5,8
"85","1181","2015","1153","2015_1153_1181",0.5,"1153_1181",0.476091202991438,0.365445433839092,-0.103133647879918,-0.411569620604073,1.98754241934158,1.60533569908471,0.5516,0.5828,60,0.5881,0.6613,12,0.625,0.888888888888889,78,8
"86","1181","2015","1157","2015_1157_1181",0.5,"1157_1181",0.482817670985052,0.365445433839092,0.92438978325159,0.293641269991396,1.98754241934158,1.60533569908471,0.4488,0.5188,305,0.5881,0.6613,12,0.875,0.888888888888889,294,8
"87","1181","2015","1172","2015_1172_1181",0.5,"1172_1181",0.437307898220389,0.365445433839092,0.378383441895954,3.76750111422477,1.98754241934158,1.60533569908471,0.5237,0.5866,103,0.5881,0.6613,12,0.888888888888889,0.888888888888889,66,8
"88","1181","2015","1138","2015_1138_1181",0.5,"1138_1181",0.475666801223273,0.365445433839092,2.080884718892,-0.0439119688316877,1.98754241934158,1.60533569908471,0.5412,0.5968,78,0.5881,0.6613,12,0.888888888888889,0.888888888888889,116.5,8
"89","1181","2015","1129","2015_1129_1181",0.5,"1129_1181",0.448516258296998,0.365445433839092,-0.358778066940572,1.91604235108864,1.98754241934158,1.60533569908471,0.5154,0.5798,117,0.5881,0.6613,12,0.777777777777778,0.888888888888889,150,8
"90","1181","2015","1173","2015_1173_1181",0.5,"1173_1181",0.461230687981209,0.365445433839092,0.295008829669677,-0.0466472585389268,1.98754241934158,1.60533569908471,0.5273,0.592,93,0.5881,0.6613,12,0.7,0.888888888888889,57,8
"91","1181","2015","1139","2015_1139_1181",0.5,"1139_1181",0.483752334873705,0.365445433839092,1.31979984443973,-0.0345659095958911,1.98754241934158,1.60533569908471,0.5672,0.5932,30,0.5881,0.6613,12,0.5,0.888888888888889,43,8
"92","1186","2015","1107","2015_1107_1186",0.5,"1107_1186",0.428548144119537,0.472624387727066,-0.0771664513996507,-0.138047179911353,0.533470752803599,2.38949171484468,0.4572,0.5352,287,0.4792,0.5557,212,0.875,0.727272727272727,222.5,243.5
"93","1186","2015","1153","2015_1153_1186",0.5,"1153_1186",0.476091202991438,0.472624387727066,-0.103133647879918,-0.411569620604073,0.533470752803599,2.38949171484468,0.5516,0.5828,60,0.4792,0.5557,212,0.625,0.727272727272727,78,243.5
"94","1186","2015","1157","2015_1157_1186",0.5,"1157_1186",0.482817670985052,0.472624387727066,0.92438978325159,0.293641269991396,0.533470752803599,2.38949171484468,0.4488,0.5188,305,0.4792,0.5557,212,0.875,0.727272727272727,294,243.5
"95","1186","2015","1116","2015_1116_1186",0.5,"1116_1186",0.448679247427482,0.472624387727066,2.1837307868438,0.880016327631489,0.533470752803599,2.38949171484468,0.5617,0.6123,42,0.4792,0.5557,212,0.7,0.727272727272727,121,243.5
"96","1186","2015","1129","2015_1129_1186",0.5,"1129_1186",0.448516258296998,0.472624387727066,-0.358778066940572,1.91604235108864,0.533470752803599,2.38949171484468,0.5154,0.5798,117,0.4792,0.5557,212,0.777777777777778,0.727272727272727,150,243.5
"97","1186","2015","1172","2015_1172_1186",0.5,"1172_1186",0.437307898220389,0.472624387727066,0.378383441895954,3.76750111422477,0.533470752803599,2.38949171484468,0.5237,0.5866,103,0.4792,0.5557,212,0.888888888888889,0.727272727272727,66,243.5
"98","1186","2015","1139","2015_1139_1186",0.5,"1139_1186",0.483752334873705,0.472624387727066,1.31979984443973,-0.0345659095958911,0.533470752803599,2.38949171484468,0.5672,0.5932,30,0.4792,0.5557,212,0.5,0.727272727272727,43,243.5
"99","1186","2015","1112","2015_1112_1186",0.5,"1112_1186",0.389994664128782,0.472624387727066,2.7115223883102,-0.0637961053194179,0.533470752803599,2.38949171484468,0.5713,0.6631,23,0.4792,0.5557,212,1,0.727272727272727,39.5,243.5
"100","1186","2015","1140","2015_1140_1186",0.5,"1140_1186",0.468356399876197,0.472624387727066,2.13870637864237,1.17989553392214,0.533470752803599,2.38949171484468,0.5451,0.5848,74,0.4792,0.5557,212,0.875,0.727272727272727,31.5,243.5
"101","1186","2015","1173","2015_1173_1186",0.5,"1173_1186",0.461230687981209,0.472624387727066,0.295008829669677,-0.0466472585389268,0.533470752803599,2.38949171484468,0.5273,0.592,93,0.4792,0.5557,212,0.7,0.727272727272727,57,243.5
"102","1186","2015","1181","2015_1181_1186",0.5,"1181_1186",0.365445433839092,0.472624387727066,1.98754241934158,1.60533569908471,0.533470752803599,2.38949171484468,0.5881,0.6613,12,0.4792,0.5557,212,0.888888888888889,0.727272727272727,8,243.5
"103","1186","2015","1125","2015_1125_1186",0.5,"1125_1186",0.47087649165919,0.472624387727066,-0.456557682164201,2.37008279058229,0.533470752803599,2.38949171484468,0.4703,0.5324,247,0.4792,0.5557,212,1,0.727272727272727,145,243.5
"104","1186","2015","1124","2015_1124_1186",0.5,"1124_1186",0.471154450051783,0.472624387727066,1.06376794234117,0.367713115153114,0.533470752803599,2.38949171484468,0.6022,0.6299,3,0.4792,0.5557,212,0.666666666666667,0.727272727272727,36.5,243.5
"105","1186","2015","1138","2015_1138_1186",0.5,"1138_1186",0.475666801223273,0.472624387727066,2.080884718892,-0.0439119688316877,0.533470752803599,2.38949171484468,0.5412,0.5968,78,0.4792,0.5557,212,0.888888888888889,0.727272727272727,116.5,243.5
"106","1207","2015","1186","2015_1186_1207",0.5,"1186_1207",0.472624387727066,0.486450298708187,0.533470752803599,2.38949171484468,1.09740287719466,-0.490764857906045,0.4792,0.5557,212,0.5883,0.6036,11,0.727272727272727,0.714285714285714,243.5,55.5
"107","1207","2015","1157","2015_1157_1207",0.5,"1157_1207",0.482817670985052,0.486450298708187,0.92438978325159,0.293641269991396,1.09740287719466,-0.490764857906045,0.4488,0.5188,305,0.5883,0.6036,11,0.875,0.714285714285714,294,55.5
"108","1207","2015","1112","2015_1112_1207",0.5,"1112_1207",0.389994664128782,0.486450298708187,2.7115223883102,-0.0637961053194179,1.09740287719466,-0.490764857906045,0.5713,0.6631,23,0.5883,0.6036,11,1,0.714285714285714,39.5,55.5
"109","1207","2015","1116","2015_1116_1207",0.5,"1116_1207",0.448679247427482,0.486450298708187,2.1837307868438,0.880016327631489,1.09740287719466,-0.490764857906045,0.5617,0.6123,42,0.5883,0.6036,11,0.7,0.714285714285714,121,55.5
"110","1207","2015","1172","2015_1172_1207",0.5,"1172_1207",0.437307898220389,0.486450298708187,0.378383441895954,3.76750111422477,1.09740287719466,-0.490764857906045,0.5237,0.5866,103,0.5883,0.6036,11,0.888888888888889,0.714285714285714,66,55.5
"111","1207","2015","1181","2015_1181_1207",0.5,"1181_1207",0.365445433839092,0.486450298708187,1.98754241934158,1.60533569908471,1.09740287719466,-0.490764857906045,0.5881,0.6613,12,0.5883,0.6036,11,0.888888888888889,0.714285714285714,8,55.5
"112","1207","2015","1125","2015_1125_1207",0.5,"1125_1207",0.47087649165919,0.486450298708187,-0.456557682164201,2.37008279058229,1.09740287719466,-0.490764857906045,0.4703,0.5324,247,0.5883,0.6036,11,1,0.714285714285714,145,55.5
