"","oppteam","season","team","score","fgm","fga","fgm3","fga3","ftm","fta","or","dr","ast","to","stl","blk","pf","scorediff","lose","daynum","numot","wloc","losel","orig_order","spell","team.survscores","opp.survscores","win","winper","orank.x","orank.y"
"24",1102,2015,1201,68,24,54,9,26,11,16,8,25,17,11,4,2,14,2,0,121,0,"H",FALSE,4912,2,0.516023937792805,0.523622495584874,"win",TRUE,206,225.5
"25",1102,2015,1413,81,25,48,6,19,25,28,5,23,17,8,4,3,19,6,0,47,0,"A",FALSE,1653,1,0.452016811525222,0.523622495584874,"win",TRUE,230.5,225.5
"26",1102,2015,1160,68,21,48,7,16,19,24,10,27,13,15,7,7,22,15,0,22,0,"H",FALSE,604,0,0.515975030367984,0.523622495584874,"win",TRUE,194,225.5
"27",1102,2015,1361,77,28,48,13,22,8,14,9,22,20,11,11,6,12,32,0,78,0,"A",FALSE,2920,3,0.470820550410746,0.523622495584874,"win",TRUE,41,225.5
"28",1102,2015,1307,61,20,48,8,25,13,22,14,26,14,18,5,3,22,-7,1,128,0,"N",TRUE,10542,1,0.509848909839157,0.523622495584874,"lose",FALSE,54.5,225.5
"29",1103,2015,1292,62,22,40,5,10,13,21,3,22,13,14,2,4,20,1,0,40,0,"A",FALSE,1346,1,0.506504599628072,0.501258997874535,"win",TRUE,175.5,98.5
"30",1103,2015,1138,67,21,63,3,13,22,32,20,19,14,6,9,7,15,5,0,113,0,"H",FALSE,4554,2,0.475666801223273,0.501258997874535,"win",TRUE,116.5,98.5
"31",1103,2015,1296,52,20,51,3,15,9,16,10,15,6,14,8,3,13,-24,1,126,0,"H",TRUE,10519,4,0.515721210808178,0.501258997874535,"lose",FALSE,292,98.5
"32",1103,2015,1274,79,32,54,8,17,7,12,12,28,19,11,5,7,13,28,0,18,0,"N",FALSE,389,3,0.481298629962334,0.501258997874535,"win",TRUE,46,98.5
"33",1103,2015,1444,69,24,56,7,17,14,27,8,29,11,10,5,4,19,-2,1,82,0,"A",TRUE,8408,4,0.50360752601686,0.501258997874535,"lose",FALSE,272.5,98.5
"34",1103,2015,1425,46,15,53,2,12,14,22,13,25,6,16,5,1,17,-20,1,17,0,"N",TRUE,5674,1,0.523910684608387,0.501258997874535,"lose",FALSE,28.5,98.5
"35",1103,2015,1420,57,20,48,3,12,14,28,8,21,13,14,9,0,19,-17,1,11,0,"H",TRUE,5355,0,0.547132010656904,0.501258997874535,"lose",FALSE,232.5,98.5
"36",1103,2015,1185,78,26,49,6,12,20,27,6,29,13,20,14,8,20,3,0,103,0,"H",FALSE,4067,1,0.501146624110493,0.501258997874535,"win",TRUE,307,98.5
"37",1103,2015,1444,52,18,51,9,21,7,15,7,13,13,10,5,1,15,-20,1,64,0,"H",TRUE,7600,2,0.50360752601686,0.501258997874535,"lose",FALSE,272.5,98.5
"38",1103,2015,1405,84,27,48,9,11,21,32,8,26,16,11,6,1,15,17,0,67,0,"H",FALSE,2386,0,0.489013793305516,0.501258997874535,"win",TRUE,300.5,98.5
"39",1103,2015,1132,50,20,61,4,20,6,11,14,23,8,13,11,1,18,-17,1,72,0,"H",TRUE,7946,5,0.484699401395179,0.501258997874535,"lose",FALSE,147.5,98.5
"40",1103,2015,1275,57,21,57,3,12,12,17,6,24,12,10,11,1,17,5,0,110,1,"A",FALSE,4428,2,0.523881899584561,0.501258997874535,"win",TRUE,108,98.5
"41",1103,2015,1325,83,28,54,11,18,16,24,10,20,10,11,9,5,11,1,0,93,0,"H",FALSE,3620,0,0.531681185392987,0.501258997874535,"win",TRUE,182,98.5
"42",1103,2015,1444,45,14,54,2,14,15,23,10,26,1,7,7,3,18,-13,1,128,0,"N",TRUE,10543,2,0.50360752601686,0.501258997874535,"lose",FALSE,272.5,98.5
"43",1103,2015,1136,66,21,60,13,28,11,15,7,19,12,8,8,0,19,-6,1,27,0,"H",TRUE,6230,0,0.510427516837961,0.501258997874535,"lose",FALSE,324,98.5
"44",1103,2015,1405,68,25,55,3,14,15,20,7,21,10,10,5,0,13,2,0,107,0,"A",FALSE,4288,0,0.489013793305516,0.501258997874535,"win",TRUE,300.5,98.5
"45",1103,2015,1164,62,21,56,6,23,14,19,10,28,12,21,9,0,20,-17,1,61,0,"H",TRUE,7416,0,0.53995653410055,0.501258997874535,"lose",FALSE,266,98.5
"46",1103,2015,1132,68,20,52,6,21,22,28,7,20,13,15,7,2,19,-1,1,89,0,"A",TRUE,8735,1,0.484699401395179,0.501258997874535,"lose",FALSE,147.5,98.5
"47",1103,2015,1442,49,17,48,4,15,11,20,3,20,8,11,3,0,18,-24,1,31,0,"H",TRUE,6409,0,0.538702226327338,0.501258997874535,"lose",FALSE,302.5,98.5
"48",1103,2015,1376,63,25,64,2,10,11,20,18,36,11,16,8,2,20,-5,1,20,0,"N",TRUE,5847,0,0.504585790514884,0.501258997874535,"lose",FALSE,63,98.5
"49",1103,2015,1325,58,17,53,6,26,18,20,10,22,6,9,5,5,17,-12,1,116,0,"H",TRUE,10039,0,0.531681185392987,0.501258997874535,"lose",FALSE,182,98.5
"50",1103,2015,1123,47,18,48,6,19,5,12,4,20,12,10,9,2,13,-12,1,85,0,"H",TRUE,8593,0,0.536388590025384,0.501258997874535,"lose",FALSE,235.5,98.5
"51",1103,2015,1295,55,17,51,4,14,17,20,11,25,6,8,5,7,9,9,0,43,0,"H",FALSE,1464,1,0.485609924397519,0.501258997874535,"win",TRUE,73,98.5
"52",1103,2015,1296,64,21,41,3,6,19,28,6,24,8,17,11,2,14,3,0,79,0,"H",FALSE,2948,0,0.515721210808178,0.501258997874535,"win",TRUE,292,98.5
"53",1103,2015,1245,51,18,52,2,17,13,17,9,29,5,5,2,4,21,-2,1,129,0,"N",TRUE,10575,2,0.483273599643598,0.501258997874535,"lose",FALSE,134.5,98.5
"54",1103,2015,1245,79,23,47,8,14,25,35,9,21,9,6,4,5,15,2,0,123,0,"H",FALSE,5017,1,0.483273599643598,0.501258997874535,"win",TRUE,134.5,98.5
"55",1103,2015,1336,78,26,57,7,19,19,26,10,26,13,12,4,9,15,6,0,22,0,"H",FALSE,633,2,0.47766145859931,0.501258997874535,"win",TRUE,36.5,98.5
"56",1103,2015,1138,68,22,61,2,13,22,33,16,30,8,8,8,3,14,9,0,130,0,"N",FALSE,5284,6,0.475666801223273,0.501258997874535,"win",TRUE,116.5,98.5
"57",1103,2015,1245,52,17,48,7,21,11,18,10,31,9,13,1,2,14,-9,1,99,0,"H",TRUE,9245,1,0.483273599643598,0.501258997874535,"lose",FALSE,134.5,98.5
"58",1103,2015,1267,63,23,53,10,23,7,13,5,12,15,19,11,4,21,-7,1,57,0,"H",TRUE,7270,0,0.529737450815424,0.501258997874535,"lose",FALSE,153.5,98.5
"59",1103,2015,1115,60,23,57,7,16,7,9,6,9,14,16,10,0,23,-21,1,29,0,"H",TRUE,6294,0,0.526153021032248,0.501258997874535,"lose",FALSE,312.5,98.5
"60",1103,2015,1275,70,20,52,2,16,28,34,14,19,10,13,7,1,16,7,0,120,0,"H",FALSE,4892,0,0.523881899584561,0.501258997874535,"win",TRUE,108,98.5
"61",1103,2015,1138,72,28,61,4,17,12,14,9,24,10,11,6,2,20,-3,1,96,0,"H",TRUE,9066,3,0.475666801223273,0.501258997874535,"lose",FALSE,116.5,98.5
"62",1103,2015,1141,76,22,53,6,18,26,33,5,15,9,12,8,0,20,-6,1,75,0,"H",TRUE,8070,1,0.475423094768331,0.501258997874535,"lose",FALSE,257.5,98.5
"63",1104,2015,1120,68,22,56,8,22,16,19,4,15,12,11,7,2,20,-11,1,106,0,"A",TRUE,9581,1,0.519798713890878,0.50421704401952,"lose",FALSE,55.5,93
"64",1104,2015,1246,70,24,41,7,15,15,23,4,15,14,5,5,1,22,15,0,89,0,"H",FALSE,3432,20,0.195535662290117,0.50421704401952,"win",TRUE,58.5,93
"65",1104,2015,1279,82,27,57,7,17,21,26,11,18,15,7,10,1,24,8,0,120,0,"A",FALSE,4893,0,0.486864249818712,0.50421704401952,"win",TRUE,92,93
"66",1104,2015,1399,53,18,52,5,15,12,20,15,23,8,13,2,2,25,-12,1,40,0,"H",TRUE,6666,1,0.528637179553103,0.50421704401952,"lose",FALSE,256.5,93
"67",1104,2015,1196,52,20,46,5,16,7,9,9,19,11,16,7,5,13,2,0,85,0,"A",FALSE,3246,0,0.512298643248698,0.50421704401952,"win",TRUE,48,93
"68",1104,2015,1378,71,28,56,6,12,9,19,9,17,11,21,9,1,24,-11,1,29,0,"H",TRUE,6295,2,0.537153041219353,0.50421704401952,"lose",FALSE,141,93
"69",1104,2015,1208,66,22,58,3,15,19,27,9,32,11,9,1,3,24,1,0,110,1,"A",FALSE,4405,0,0.478554998497714,0.50421704401952,"win",TRUE,176,93
"70",1104,2015,1406,54,18,50,7,21,11,15,13,19,9,21,2,2,20,-28,1,11,0,"H",TRUE,5356,0,0.516509497200925,0.50421704401952,"lose",FALSE,237,93
"71",1104,2015,1435,73,21,51,11,19,20,25,10,17,13,8,4,4,14,7,0,117,0,"H",FALSE,4830,2,0.494696734742207,0.50421704401952,"win",TRUE,77,93
"72",1104,2015,1120,55,20,51,3,11,12,15,6,13,6,11,2,1,19,-2,1,82,0,"H",TRUE,8409,0,0.519798713890878,0.50421704401952,"lose",FALSE,55.5,93
"73",1104,2015,1116,93,29,71,6,23,29,41,21,26,15,10,8,4,22,2,0,80,1,"H",FALSE,2972,0,0.448679247427482,0.50421704401952,"win",TRUE,121,93
"74",1104,2015,1435,76,21,44,6,15,28,35,3,25,10,6,3,5,17,8,0,103,0,"A",FALSE,4169,0,0.494696734742207,0.50421704401952,"win",TRUE,77,93
"75",1104,2015,1113,71,25,58,7,23,14,24,8,26,13,9,4,2,22,-5,1,22,0,"N",TRUE,5947,0,0.509488030213452,0.50421704401952,"lose",FALSE,18,93
"76",1104,2015,1316,61,20,50,7,15,14,19,8,13,11,15,7,2,14,-15,1,60,0,"H",TRUE,7388,0,0.472645841257785,0.50421704401952,"lose",FALSE,324,93
"77",1104,2015,1111,59,24,60,7,28,4,5,12,24,12,12,4,1,20,-1,1,48,0,"H",TRUE,7020,0,0.519532016552689,0.50421704401952,"lose",FALSE,254.5,93
"78",1104,2015,1455,53,20,49,5,18,8,17,11,18,14,10,5,0,12,1,0,43,0,"H",FALSE,1478,3,0.41057098450163,0.50421704401952,"win",TRUE,126.5,93
"79",1104,2015,1280,51,17,46,2,12,15,23,8,28,5,14,3,6,16,-4,1,99,0,"A",TRUE,9246,0,0.521753114775771,0.50421704401952,"lose",FALSE,61,93
"80",1104,2015,1417,50,16,52,5,19,13,19,6,26,9,18,9,3,24,-6,1,55,0,"H",TRUE,7200,0,0.490121344731549,0.50421704401952,"lose",FALSE,17,93
"81",1104,2015,1261,71,22,44,4,10,23,38,8,30,12,12,5,5,15,11,0,96,0,"H",FALSE,3771,0,0.474663323890384,0.50421704401952,"win",TRUE,35,93
"82",1104,2015,1462,97,30,53,11,21,26,36,10,21,22,12,8,3,23,13,0,33,0,"H",FALSE,1190,0,0.494736697795228,0.50421704401952,"win",TRUE,20.5,93
"83",1104,2015,1376,68,22,53,3,14,21,27,12,20,9,12,5,1,27,2,0,71,0,"H",FALSE,2584,0,0.504585790514884,0.50421704401952,"win",TRUE,63,93
"84",1104,2015,1397,38,14,45,2,17,8,11,7,21,7,13,5,2,15,-18,1,68,0,"A",TRUE,7743,5,0.507102692203614,0.50421704401952,"lose",FALSE,39,93
"85",1104,2015,1379,67,22,53,8,29,15,23,5,12,13,8,4,2,16,-14,1,17,0,"H",TRUE,5675,1,0.537974017346916,0.50421704401952,"lose",FALSE,149,93
"86",1104,2015,1441,74,25,59,9,28,15,22,14,18,11,14,8,2,28,-6,1,14,0,"H",TRUE,5543,0,0.520170148740285,0.50421704401952,"lose",FALSE,221,93
"87",1104,2015,1376,51,19,55,7,30,6,8,14,24,13,12,4,0,16,-8,1,113,0,"H",TRUE,9904,0,0.504585790514884,0.50421704401952,"lose",FALSE,63,93
"88",1104,2015,1246,70,23,46,8,17,16,18,9,19,14,9,5,3,13,22,0,75,0,"A",FALSE,2766,16,0.195535662290117,0.50421704401952,"win",TRUE,58.5,93
"89",1104,2015,1401,44,16,52,6,22,6,7,9,22,11,14,1,0,20,-21,1,64,0,"H",TRUE,7601,2,0.482509107596696,0.50421704401952,"lose",FALSE,36,93
"90",1104,2015,1281,49,18,56,4,23,9,13,8,22,12,10,6,1,24,-13,1,93,0,"H",TRUE,8947,0,0.537153041219353,0.50421704401952,"lose",FALSE,8,93
"91",1104,2015,1235,84,29,50,9,21,17,21,2,30,18,15,4,5,16,10,0,21,0,"N",FALSE,562,2,0.471921138879997,0.50421704401952,"win",TRUE,113,93
"92",1104,2015,1196,69,21,49,9,29,18,26,11,22,11,6,2,1,20,8,0,129,0,"N",FALSE,5234,0,0.512298643248698,0.50421704401952,"win",TRUE,48,93
"93",1104,2015,1401,60,20,50,8,24,12,15,8,22,14,12,7,2,19,-1,1,124,0,"A",TRUE,10387,0,0.482509107596696,0.50421704401952,"lose",FALSE,36,93
"94",1105,2015,1411,68,24,51,8,19,12,18,9,21,11,13,4,8,13,3,0,91,1,"H",FALSE,3559,2,0.464119678689805,0.533831014781018,"win",TRUE,328.5,336.5
"95",1105,2015,1108,66,24,68,6,20,12,27,16,24,14,11,9,1,20,-12,1,84,0,"H",TRUE,8569,0,0.544740185138119,0.533831014781018,"lose",FALSE,343.5,336.5
"96",1105,2015,1212,46,17,47,2,8,10,17,12,17,6,14,3,0,19,-21,1,63,0,"H",TRUE,7562,0,0.55779918488325,0.533831014781018,"lose",FALSE,342,336.5
"97",1105,2015,1293,76,29,55,9,23,9,16,12,29,20,6,9,5,15,37,0,57,0,"H",FALSE,1946,6,0.297941196739857,0.533831014781018,"win",TRUE,149,336.5
"98",1105,2015,1212,66,26,58,4,20,10,16,10,15,15,13,5,10,17,-4,1,124,0,"A",TRUE,10388,0,0.55779918488325,0.533831014781018,"lose",FALSE,342,336.5
"99",1105,2015,1380,72,30,59,6,20,6,19,12,20,12,12,4,5,24,9,0,110,0,"H",FALSE,4472,2,0.508313898485717,0.533831014781018,"win",TRUE,333.5,336.5
"100",1105,2015,1108,69,22,62,7,18,18,29,7,20,9,5,4,2,19,-4,1,112,0,"A",TRUE,9885,0,0.544740185138119,0.533831014781018,"lose",FALSE,343.5,336.5
"101",1105,2015,1444,71,23,42,5,10,20,26,4,12,14,13,8,2,10,9,0,49,0,"H",FALSE,1772,0,0.50360752601686,0.533831014781018,"win",TRUE,272.5,336.5
"102",1105,2015,1115,48,22,48,1,10,3,12,10,25,4,12,7,6,15,-3,1,70,0,"A",TRUE,7904,0,0.526153021032248,0.533831014781018,"lose",FALSE,312.5,336.5
"103",1105,2015,1238,70,22,50,6,16,20,26,10,20,11,11,2,2,24,3,0,61,0,"A",FALSE,2105,0,0.529068896630457,0.533831014781018,"win",TRUE,255.5,336.5
"104",1105,2015,1238,72,28,56,4,14,12,20,16,27,15,13,5,5,17,18,0,122,0,"H",FALSE,4967,0,0.529068896630457,0.533831014781018,"win",TRUE,255.5,336.5
"105",1105,2015,1173,76,24,51,8,20,20,29,11,26,17,11,6,2,19,24,0,11,0,"H",FALSE,23,0,0.461230687981209,0.533831014781018,"win",TRUE,57,336.5
"106",1105,2015,1380,64,21,43,3,13,19,34,7,19,9,17,8,1,18,4,0,129,0,"N",FALSE,5264,0,0.508313898485717,0.533831014781018,"win",TRUE,333.5,336.5
"107",1105,2015,1240,67,23,55,6,19,15,24,8,23,9,13,12,2,24,6,0,22,0,"A",FALSE,618,0,0.525223836714973,0.533831014781018,"win",TRUE,270.5,336.5
"108",1105,2015,1341,75,24,52,4,13,23,32,11,19,6,9,7,3,31,3,0,117,0,"A",FALSE,4789,5,0.502705864959864,0.533831014781018,"win",TRUE,294,336.5
"109",1105,2015,1106,71,24,59,7,19,16,23,11,22,13,12,2,1,24,-9,1,103,0,"A",TRUE,9397,3,0.48093543775017,0.533831014781018,"lose",FALSE,221,336.5
"110",1105,2015,1132,64,25,50,6,17,8,10,8,19,19,8,5,0,15,17,0,33,0,"H",FALSE,1093,0,0.484699401395179,0.533831014781018,"win",TRUE,147.5,336.5
"111",1105,2015,1369,85,25,59,7,20,28,46,16,30,13,11,8,5,27,34,0,26,0,"H",FALSE,847,0,0.526074509354405,0.533831014781018,"win",TRUE,338,336.5
"112",1105,2015,1290,68,29,68,3,13,7,16,15,27,11,17,7,0,22,-6,1,96,0,"H",TRUE,9067,2,0.543314036198329,0.533831014781018,"lose",FALSE,333.5,336.5
"113",1105,2015,1266,83,30,49,5,13,18,21,5,27,23,10,12,5,15,34,0,46,0,"H",FALSE,1559,1,0.520637218042769,0.533831014781018,"win",TRUE,21,336.5
"114",1105,2015,1439,65,25,52,5,17,10,20,11,14,13,8,5,3,20,10,0,41,0,"H",FALSE,1427,0,0.526112111920574,0.533831014781018,"win",TRUE,62.5,336.5
"115",1105,2015,1115,53,17,44,6,19,13,19,7,17,13,12,10,3,19,11,0,98,0,"A",FALSE,3873,0,0.526153021032248,0.533831014781018,"win",TRUE,312.5,336.5
"116",1105,2015,1106,59,24,58,2,11,9,21,14,20,9,12,13,0,14,3,0,75,0,"A",FALSE,2717,4,0.48093543775017,0.533831014781018,"win",TRUE,221,336.5
"117",1105,2015,1380,65,19,47,3,8,24,30,7,25,7,13,9,3,17,7,0,82,0,"A",FALSE,3163,4,0.508313898485717,0.533831014781018,"win",TRUE,333.5,336.5
"118",1105,2015,1411,77,28,55,8,15,13,20,9,12,9,11,7,2,17,2,0,119,0,"A",FALSE,4873,5,0.464119678689805,0.533831014781018,"win",TRUE,328.5,336.5
"119",1105,2015,1210,66,24,56,3,16,15,27,19,23,9,14,11,2,17,20,0,15,0,"H",FALSE,252,1,0.522696132366892,0.533831014781018,"win",TRUE,97.5,336.5
"120",1105,2015,1290,73,28,61,6,18,11,16,14,19,8,12,2,1,22,-13,1,68,0,"A",TRUE,7744,1,0.543314036198329,0.533831014781018,"lose",FALSE,333.5,336.5
"121",1105,2015,1341,89,36,65,7,15,10,14,9,22,17,14,11,4,22,26,0,89,0,"H",FALSE,3474,0,0.502705864959864,0.533831014781018,"win",TRUE,294,336.5
"122",1106,2015,1341,71,27,58,7,16,10,15,10,13,8,17,11,0,19,-2,1,91,0,"A",TRUE,8898,1,0.502705864959864,0.48093543775017,"lose",FALSE,294,221
"123",1106,2015,1315,75,25,65,9,22,16,22,10,25,14,6,5,0,20,7,0,23,0,"N",FALSE,692,0,0.54124472924334,0.48093543775017,"win",TRUE,297.5,221
"124",1106,2015,1411,80,30,55,10,18,10,14,8,22,13,8,6,6,14,15,0,89,0,"H",FALSE,3506,1,0.464119678689805,0.48093543775017,"win",TRUE,328.5,221
"125",1106,2015,1380,59,25,68,4,18,5,9,11,16,12,10,4,5,22,-4,1,84,1,"H",TRUE,8570,5,0.508313898485717,0.48093543775017,"lose",FALSE,333.5,221
"126",1106,2015,1411,58,21,48,6,19,10,16,5,25,9,17,6,3,20,9,0,117,0,"A",FALSE,4821,4,0.464119678689805,0.48093543775017,"win",TRUE,328.5,221
"127",1106,2015,1105,80,26,56,6,19,22,34,10,22,13,9,6,2,20,9,0,103,0,"A",FALSE,4043,0,0.533831014781018,0.48093543775017,"win",TRUE,336.5,221
"128",1106,2015,1191,81,29,58,7,18,16,22,9,23,21,11,8,2,16,18,0,48,0,"H",FALSE,1672,1,0.493383294852637,0.48093543775017,"win",TRUE,125.5,221
"129",1106,2015,1212,50,17,53,3,19,13,20,10,28,7,18,7,1,18,-21,1,61,0,"H",TRUE,7417,0,0.55779918488325,0.48093543775017,"lose",FALSE,342,221
"130",1106,2015,1428,93,32,60,10,23,19,32,10,25,19,8,8,6,17,31,0,26,0,"H",FALSE,865,3,0.463932482088525,0.48093543775017,"win",TRUE,33.5,221
"131",1106,2015,1238,52,16,60,2,19,18,25,12,24,3,10,5,3,24,-20,1,63,0,"H",TRUE,7563,1,0.529068896630457,0.48093543775017,"lose",FALSE,255.5,221
"132",1106,2015,1108,60,21,56,1,11,17,23,7,12,7,15,5,4,19,-24,1,82,0,"H",TRUE,8410,0,0.544740185138119,0.48093543775017,"lose",FALSE,343.5,221
"133",1106,2015,1240,55,18,59,3,19,16,28,13,23,9,13,4,5,21,-25,1,33,0,"H",TRUE,6442,3,0.525223836714973,0.48093543775017,"lose",FALSE,270.5,221
"134",1106,2015,1115,55,20,41,5,13,10,15,5,19,13,19,9,2,28,-18,1,96,0,"H",TRUE,9068,0,0.526153021032248,0.48093543775017,"lose",FALSE,312.5,221
"135",1106,2015,1341,67,26,58,6,15,9,15,6,24,10,9,10,4,17,2,0,119,0,"A",FALSE,4869,6,0.502705864959864,0.48093543775017,"win",TRUE,294,221
"136",1106,2015,1290,81,31,73,10,18,9,14,10,14,16,13,7,4,19,-12,1,128,0,"N",TRUE,10544,0,0.543314036198329,0.48093543775017,"lose",FALSE,333.5,221
"137",1106,2015,1212,46,17,55,0,11,12,18,10,29,5,10,6,0,12,-32,1,122,0,"A",TRUE,10300,0,0.55779918488325,0.48093543775017,"lose",FALSE,342,221
"138",1106,2015,1116,97,34,60,8,14,21,29,6,19,25,14,14,6,13,18,0,13,0,"H",FALSE,143,0,0.448679247427482,0.48093543775017,"win",TRUE,121,221
"139",1106,2015,1115,71,28,59,10,28,5,8,7,9,16,9,9,3,21,-3,1,68,0,"A",TRUE,7745,0,0.526153021032248,0.48093543775017,"lose",FALSE,312.5,221
"140",1106,2015,1380,54,21,55,4,14,8,14,9,23,9,14,5,3,21,-2,1,112,0,"A",TRUE,9886,3,0.508313898485717,0.48093543775017,"lose",FALSE,333.5,221
"141",1106,2015,1108,67,23,64,8,24,13,18,9,17,11,6,7,1,15,-4,1,110,0,"A",TRUE,9721,0,0.544740185138119,0.48093543775017,"lose",FALSE,343.5,221
"142",1106,2015,1290,57,22,48,6,15,7,16,9,18,8,22,9,1,11,-8,1,98,0,"H",TRUE,9225,0,0.543314036198329,0.48093543775017,"lose",FALSE,333.5,221
"143",1106,2015,1238,42,17,57,1,14,7,16,11,16,10,11,12,1,14,-20,1,124,0,"A",TRUE,10389,1,0.529068896630457,0.48093543775017,"lose",FALSE,255.5,221
"144",1106,2015,1380,68,23,54,6,10,16,25,10,22,10,15,10,4,23,2,0,130,0,"N",FALSE,5312,1,0.508313898485717,0.48093543775017,"win",TRUE,333.5,221
"145",1106,2015,1442,78,29,64,8,22,12,17,8,30,20,14,6,0,14,10,0,40,0,"H",FALSE,1387,1,0.538702226327338,0.48093543775017,"win",TRUE,302.5,221
"146",1106,2015,1410,79,23,53,6,12,27,36,6,16,12,18,10,8,18,-12,1,25,0,"N",TRUE,6100,0,0.539860493492366,0.48093543775017,"lose",FALSE,325,221
"147",1106,2015,1290,76,23,53,5,17,25,36,10,22,13,14,6,3,20,-12,1,70,0,"A",TRUE,7905,0,0.543314036198329,0.48093543775017,"lose",FALSE,333.5,221
"148",1106,2015,1105,56,21,55,8,25,6,13,13,24,12,21,2,2,19,-3,1,75,0,"A",TRUE,8071,3,0.533831014781018,0.48093543775017,"lose",FALSE,336.5,221
"149",1107,2015,1392,59,25,61,2,15,7,7,13,23,8,7,5,9,14,3,0,106,0,"A",FALSE,4241,2,0.470215725597031,0.428548144119537,"win",TRUE,202.5,222.5
