"","oppteam","season","team","score","fgm","fga","fgm3","fga3","ftm","fta","or","dr","ast","to","stl","blk","pf","scorediff","lose","X","daynum","numot","wloc","team.survscores","opp.survscores","win","powscore1","powscore2","opp.powscore1","opp.powscore2","orank.x","orank.y","sos.x","rpi.x","rank.x","sos.y","rpi.y","rank.y","winperlastq.x","winperlastq.y"
"28",1112,2009,1156,57,22,59,3,23,10,14,12,18,3,11,7,1,18,-14,1,426,139,0,"N",0.475501376858735,0.484424189198468,"lose",0.0438812704033541,-0.474569680286228,0.113493564467083,0.26889338058142,75,49,0.5348,0.5599,85,0.5981,0.5867,2,0.8,0.375
"29",1112,2009,1428,71,27,64,8,32,9,13,16,19,16,20,7,3,22,-13,1,402,137,0,"N",0.454793691543888,0.484424189198468,"lose",-0.0525704185456656,0.572961113901327,0.113493564467083,0.26889338058142,37,49,0.5418,0.5413,73,0.5981,0.5867,2,0.777777777777778,0.375
"30",1112,2009,1257,103,38,66,14,29,13,14,11,25,29,9,10,3,15,39,0,438,144,0,"N",0.416755208517035,0.484424189198468,"win",1.02666845501574,1.78732615588963,0.113493564467083,0.26889338058142,10,49,0.5844,0.6223,6,0.5981,0.5867,2,0.909090909090909,0.375
"31",1113,2009,1393,78,26,47,9,20,17,21,4,29,18,10,4,0,15,11,0,432,139,0,"N",0.435982254335506,0.454480298288433,"win",2.06267035177489,0.844911398756692,-0.70707223013576,1.60438271061882,21,19,0.5791,0.5702,10,0.5398,0.5496,77,0.8,0.6
"32",1113,2009,1396,57,19,51,6,17,13,17,9,20,13,9,5,4,16,-9,1,403,137,0,"N",0.485906064268553,0.454480298288433,"lose",-0.255880166648544,1.43526849305191,-0.70707223013576,1.60438271061882,58,19,0.5565,0.575,51,0.5398,0.5496,77,0.818181818181818,0.6
"33",1116,2006,1137,59,17,44,11,21,14,18,8,21,10,14,10,2,17,4,0,212,137,0,"N",0.407548255953803,0.452006528426058,"win",-0.194404807337338,0.102909110044482,1.37353664274124,0.288417194435997,37,36,0.4942,0.5596,164,0.5291,0.5385,96,0.875,0.777777777777778
"34",1116,2007,1425,77,25,50,4,13,23,25,9,30,10,12,8,5,18,17,0,285,137,0,"N",0.483765812684443,0.48340358656637,"win",0.580783721034262,-0.190587907516905,0.688415268823021,0.100902108473002,37,44,0.5293,0.5229,93,0.5442,0.5829,68,0.555555555555556,0.545454545454545
"35",1116,2007,1425,77,25,50,4,13,23,25,9,30,10,12,8,5,18,17,0,285,137,0,"N",0.483765812684443,0.48340358656637,"win",0.580783721034262,-0.190587907516905,0.688415268823021,0.100902108473002,37,44,0.5099,0.5163,136,0.5442,0.5829,68,0.555555555555556,0.545454545454545
"36",1116,2008,1314,108,44,65,8,16,12,17,11,21,28,7,3,5,18,31,0,365,139,0,"N",0.341822562596743,0.476935945896416,"win",3.64617987282495,0.110850793488562,1.16482342419879,0.0222038863284818,3,39,0.6035,0.661,4,0.5871,0.5907,10,1,0.5
"37",1116,2008,1231,72,28,64,10,24,6,12,14,16,14,10,8,3,23,-14,1,338,137,0,"N",0.416339871741443,0.476935945896416,"lose",1.09997425955848,0.0490593034078023,1.16482342419879,0.0222038863284818,16,39,0.5593,0.5954,52,0.5871,0.5907,10,0.625,0.5
"38",1122,2008,1400,74,27,55,10,22,10,18,15,29,17,11,2,6,16,20,0,351,137,0,"N",0.416708753529582,0.468719855877533,"win",0.455327526557765,1.52309124158621,0.456064497346544,0.419929311984288,10,155,0.5578,0.6018,53,0.4781,0.5259,199,0.8,0.875
"39",1124,2008,1345,90,33,67,9,20,15,18,16,27,14,13,6,6,18,11,0,329,136,0,"N",0.442416565459539,0.470766426183356,"win",0.235700670497752,0.549406378103711,1.20187655862467,1.2045854191499,34,34,0.4728,0.4719,218,0.5452,0.508,72,0.571428571428571,0.5
"40",1124,2008,1345,90,33,67,9,20,15,18,16,27,14,13,6,6,18,11,0,329,136,0,"N",0.442416565459539,0.470766426183356,"win",0.235700670497752,0.549406378103711,1.20187655862467,1.2045854191499,34,34,0.5634,0.5857,44,0.5452,0.508,72,0.571428571428571,0.5
"41",1125,2006,1417,78,30,56,4,13,14,17,9,36,20,14,11,4,14,34,0,206,136,0,"N",0.438411835010205,0.474893159220704,"win",-0.00707461677063811,0.525439674422102,1.24731893769933,1.39057180117988,17,187,0.564,0.5803,35,0.4787,0.4747,203,0.8,0.888888888888889
"42",1125,2007,1207,80,29,53,7,16,15,20,12,27,17,12,9,4,16,25,0,260,136,0,"N",0.421351121800098,0.473272850278363,"win",-0.38026373538213,0.50656832310497,0.172768297174966,1.68766016562259,18,134,0.548,0.592,63,0.4654,0.5271,239,0.9,0.875
"43",1125,2008,1181,71,25,58,6,21,15,21,13,27,9,15,11,2,17,1,0,322,136,0,"N",0.386526430675062,0.440572410537229,"win",2.20166190111849,1.86204628443144,0.849764334505376,2.36412587328372,4,139,0.6099,0.6182,3,0.4573,0.5284,262,0.555555555555556,1
"44",1127,2009,1181,86,28,57,9,20,21,25,17,21,21,15,6,3,14,24,0,387,136,0,"N",0.420745539193483,0.439246843956889,"win",1.75747926140148,0.937695308857197,0.536417708259744,-0.209589055094498,4,161,0.5831,0.6474,8,0.4512,0.4541,291,0.8,1
"45",1129,2008,1257,79,29,52,12,24,9,18,7,20,15,16,10,6,17,18,0,342,137,0,"N",0.448131678057948,0.471178870502158,"win",0.605456478218562,1.08553736841756,1.32859469449963,0.975997448754092,17,107,0.5679,0.589,36,0.5274,0.5315,104,0.714285714285714,0.8
"46",1130,2004,1210,57,23,51,6,18,5,6,8,16,15,17,12,1,17,3,0,106,139,0,"N",0.436729021485036,0.459027016479951,"win",1.67181345889159,0.525478135593983,0.575100619546711,-1.64429148047539,9,38,0.5643,0.5483,35,0.5615,0.5763,44,0.555555555555556,0.777777777777778
"47",1130,2004,1428,51,19,50,3,18,10,10,9,17,12,8,2,0,12,-7,1,82,137,0,"N",0.460189613707312,0.459027016479951,"lose",-0.775070815841124,0.179583803509882,0.575100619546711,-1.64429148047539,40,38,0.5633,0.6141,38,0.5615,0.5763,44,0.666666666666667,0.777777777777778
"48",1130,2005,1335,65,25,71,10,30,5,10,16,18,17,17,11,2,19,-20,1,131,136,0,"N",0.438758704306434,0.345982843417263,"lose",0.64230426837701,0.00270998166093486,1.48974270534588,-0.689672494957328,110,8,0.4781,0.516,202,0.5753,0.6112,22,0.888888888888889,0.571428571428571
"49",1130,2005,1454,83,26,55,11,24,20,22,10,16,17,16,11,5,26,8,0,169,138,0,"N",0.424081728440516,0.345982843417263,"win",0.896787396335095,1.28407174545204,1.48974270534588,-0.689672494957328,58,8,0.5263,0.5555,99,0.5753,0.6112,22,1,0.571428571428571
"50",1130,2006,1437,60,21,60,4,19,14,20,15,21,9,11,11,2,21,1,0,249,144,1,"N",0.386068142573002,0.443979981000432,"win",1.00121791078787,1.74266857651587,0.968067104203875,0.132405391681095,3,23,0.5854,0.6251,9,0.5666,0.6375,34,0.777777777777778,0.8
"51",1130,2006,1285,56,20,55,7,20,9,11,6,23,19,7,3,3,13,-13,1,226,138,0,"N",0.451968063038616,0.443979981000432,"lose",0.908272737519838,0.978433020231751,0.968067104203875,0.132405391681095,87,23,0.4634,0.4993,245,0.5666,0.6375,34,0.875,0.8
"52",1130,2006,1334,76,26,63,10,25,14,18,14,23,18,15,4,2,22,-12,1,195,136,2,"N",0.462198602389719,0.443979981000432,"lose",0.440243530817906,0.926761947219704,0.968067104203875,0.132405391681095,102,23,0.5078,0.6053,134,0.5666,0.6375,34,0.888888888888889,0.8
"53",1130,2007,1403,75,30,65,7,17,8,9,11,16,11,6,4,0,15,-9,1,258,136,0,"N",0.485794596275991,0.471021128835769,"lose",0.212307875088714,-0.122263815140175,0.956865774388597,-0.265434463881656,51,36,0.5432,0.5132,71,0.5436,0.6019,70,0.666666666666667,0.375
"54",1130,2007,1207,62,22,52,4,16,14,19,17,21,12,10,6,7,14,7,0,291,138,0,"N",0.421351121800098,0.471021128835769,"win",-0.38026373538213,0.50656832310497,0.956865774388597,-0.265434463881656,18,36,0.548,0.592,63,0.5436,0.6019,70,0.9,0.375
"55",1130,2009,1425,72,27,51,4,9,14,19,11,24,19,13,7,6,18,17,0,415,137,0,"N",0.491770399834776,0.453552824078923,"win",0.62608603985774,-1.20325530707849,1.10941500630519,0.391159333023293,44,52,0.5791,0.593,9,0.5709,0.5217,22,0.545454545454545,0.571428571428571
"56",1130,2009,1425,72,27,51,4,9,14,19,11,24,19,13,7,6,18,17,0,415,137,0,"N",0.491770399834776,0.453552824078923,"win",0.62608603985774,-1.20325530707849,1.10941500630519,0.391159333023293,44,52,0.5089,0.5199,134,0.5709,0.5217,22,0.545454545454545,0.571428571428571
"57",1133,2006,1338,66,25,61,6,20,10,11,12,26,11,14,2,2,23,-6,1,234,139,0,"N",0.405905008738765,0.470672128282885,"lose",1.21882867383716,0.24283743865689,0.987559782619453,0.186655494462507,10,53,0.5503,0.5807,65,0.5386,0.5093,81,0.636363636363636,0.875
"58",1133,2006,1242,73,26,58,7,18,14,19,11,25,11,18,12,1,25,-4,1,211,137,0,"N",0.429123858329546,0.470672128282885,"lose",1.52532952125063,0.513173270927132,0.987559782619453,0.186655494462507,28,53,0.6252,0.6693,1,0.5386,0.5093,81,0.9,0.875
"59",1133,2006,1272,80,31,60,6,15,12,18,11,30,11,13,10,7,18,16,0,243,143,0,"N",0.375896840010766,0.470672128282885,"win",2.94190429738352,0.797085500415446,0.987559782619453,0.186655494462507,4,53,0.5397,0.5297,80,0.5386,0.5093,81,0.9,0.875
"60",1137,2005,1458,71,21,46,7,17,22,29,8,22,14,7,5,1,12,9,0,177,139,0,"N",0.470773433811959,0.450866498410206,"win",-0.182920904698373,0.816133520714436,-0.673782392545755,-0.244384680196318,19,107,0.5688,0.6266,31,0.4697,0.4634,233,0.666666666666667,0.777777777777778
"61",1137,2005,1242,63,20,46,1,11,22,27,8,26,14,13,5,3,15,-1,1,146,137,0,"N",0.396453975720047,0.450866498410206,"lose",1.11912493017998,0.779450745304116,-0.673782392545755,-0.244384680196318,3,107,0.5907,0.6216,10,0.4697,0.4634,233,0.444444444444444,0.777777777777778
"62",1137,2006,1272,72,23,48,7,16,19,26,7,18,15,9,10,2,20,16,0,238,139,0,"N",0.375896840010766,0.407548255953803,"win",2.94190429738352,0.797085500415446,-0.194404807337338,0.102909110044482,4,37,0.5397,0.5297,80,0.4942,0.5596,164,0.9,0.875
"63",1137,2006,1116,55,19,47,2,12,15,24,12,20,13,13,4,4,15,-4,1,212,137,0,"N",0.452006528426058,0.407548255953803,"lose",1.37353664274124,0.288417194435997,-0.194404807337338,0.102909110044482,36,37,0.5291,0.5385,96,0.4942,0.5596,164,0.777777777777778,0.875
"64",1139,2007,1268,59,23,49,6,11,7,15,14,23,13,17,4,8,13,-3,1,290,138,0,"N",0.440944544285839,0.416131384207897,"lose",2.42087331029605,0.20427044805615,-0.78674406840401,1.67936566307334,19,17,0.5835,0.5799,14,0.5163,0.5506,119,0.875,0.5
"65",1139,2007,1196,65,17,34,8,19,23,28,6,21,9,13,1,6,16,8,0,310,144,0,"N",0.382483026556329,0.416131384207897,"win",1.37393851248676,1.17885785945961,-0.78674406840401,1.67936566307334,5,17,0.5455,0.613,66,0.5163,0.5506,119,0.7,0.5
"66",1139,2007,1330,46,18,55,4,20,6,7,12,22,4,11,8,4,21,-11,1,259,136,0,"N",0.436305546351077,0.416131384207897,"lose",0.249928003083997,0.692208396446054,-0.78674406840401,1.67936566307334,68,17,0.5084,0.5618,141,0.5163,0.5506,119,0.857142857142857,0.5
"67",1139,2008,1375,61,21,48,6,20,13,27,13,17,8,13,5,4,19,-20,1,339,137,0,"N",0.407682061612891,0.39598265589892,"lose",1.23740819856467,-0.00778374386586376,-0.947598770291905,1.87550155688478,52,16,0.4743,0.5173,215,0.5245,0.5966,108,0.75,0.875
"68",1139,2008,1397,76,26,59,5,19,19,29,16,30,12,20,5,3,24,5,0,366,139,1,"N",0.392324575247117,0.39598265589892,"win",1.83467005995803,2.00748995163418,-0.947598770291905,1.87550155688478,6,16,0.6029,0.6272,5,0.5245,0.5966,108,0.777777777777778,0.875
"69",1139,2009,1261,75,27,55,6,14,15,21,9,21,14,11,11,8,20,4,0,389,136,0,"N",0.420650332115596,0.407388387604784,"win",1.37611187074885,0.337703723787424,-0.208921428523496,0.807863283833817,41,23,0.5412,0.4955,74,0.5111,0.612,128,0.666666666666667,0.625
"70",1140,2004,1393,80,24,46,11,16,21,28,5,18,12,7,2,4,15,5,0,78,136,0,"N",0.413447158769255,0.452306143780801,"win",1.16616093496905,-0.33291378545654,0.232395503393665,-0.528397540502114,29,35,0.5629,0.6291,40,0.5696,0.6127,24,0.75,0.875
"71",1140,2007,1462,79,24,56,8,17,23,29,13,24,12,10,3,4,19,2,0,273,136,0,"N",0.449002385157355,0.446274721510844,"win",0.927426775152383,0.730589101559587,0.83704467301451,0.953963359006066,47,50.5,0.5216,0.551,106,0.5119,0.5638,132,0.875,0.777777777777778
"72",1140,2008,1401,67,25,46,8,16,9,17,9,28,18,13,2,0,15,5,0,331,136,0,"N",0.452102881817678,0.435848717107399,"win",0.903292447551336,-0.162599369308667,0.999155843206093,1.19618983873256,22,37,0.5546,0.6156,57,0.5549,0.6146,56,0.4,0.8
"73",1140,2009,1401,79,30,52,6,17,13,19,7,28,20,14,2,6,15,13,0,397,136,0,"N",0.438662123574592,0.432862741919154,"win",1.02285199683122,-0.547042327143775,0.724205228933038,1.49613866907134,47,27,0.5545,0.5808,52,0.527,0.6018,97,0.75,0.777777777777778
"74",1143,2006,1301,58,21,42,5,16,11,17,7,18,10,11,5,1,15,6,0,218,137,0,"N",0.461798400590769,0.467717820277215,"win",0.398773393056117,1.7331512374696,0.286628362619836,-0.542377224868702,18,56,0.5585,0.5606,42,0.5582,0.5183,45,0.285714285714286,0.6
"75",1143,2009,1268,84,31,63,6,16,16,24,16,20,18,9,5,1,17,13,0,390,136,0,"N",0.485817845505837,0.455340000042885,"win",0.688484631639072,0.615489278993423,0.459600433697852,0.691557166940856,51,30,0.5651,0.5488,31,0.5671,0.5428,28,0.5,0.5
"76",1148,2007,1326,78,28,54,11,20,11,18,9,26,14,10,5,2,5,21,0,266,136,0,"N",0.375977289869396,0.447760409085376,"win",0.589680113975807,1.61498547961041,-0.00714256399263153,0.380822324579306,5,203,0.5755,0.64,25,0.4508,0.4946,282,1,0.888888888888889
"77",1150,2004,1403,76,29,59,4,11,14,18,14,22,17,16,7,2,16,3,0,80,136,0,"N",0.440523418813911,0.47611931197028,"win",1.00256430330095,-0.82639360805926,2.15059861154403,0.392977241158558,24,36,0.5695,0.5771,25,0.5626,0.534,41,0.555555555555556,0.7
"78",1150,2005,1301,75,26,59,4,19,19,22,11,22,14,16,14,8,10,12,0,155,137,0,"N",0.48310984858725,0.434017570671389,"win",0.24240519756541,1.62152134679888,1.70328704648913,0.928644208059713,49,37,0.596,0.6194,8,0.5495,0.5932,58,0.6,0.625
"79",1151,2005,1448,70,24,58,8,28,14,21,15,22,16,15,10,2,12,16,0,142,136,0,"N",0.415140858558833,0.494964313647387,"win",2.40046868856566,0.690330327137433,1.14178047187961,-0.936606219576719,4,134,0.5915,0.6133,9,0.4915,0.5168,168,0.777777777777778,0.666666666666667
"80",1151,2009,1163,103,37,71,6,24,23,39,17,41,28,10,12,6,11,56,0,386,136,0,"N",0.367899199419165,0.50693608896761,"win",2.53509241000089,-0.439847764426508,1.08672214189983,0.206001909333658,4,207,0.5642,0.6106,35,0.5079,0.5151,136,0.571428571428571,0.666666666666667
"81",1153,2004,1228,92,35,55,11,19,11,14,2,19,26,4,9,1,14,24,0,107,139,0,"N",0.414944023644328,0.421514227545927,"win",0.570759755092965,1.57729858522274,1.78317694721703,0.807689248247174,26,13,0.5515,0.6136,55,0.587,0.592,9,0.888888888888889,0.7
"82",1153,2004,1190,77,29,74,6,23,13,20,17,21,14,6,11,3,14,-3,1,83,137,0,"N",0.403184867163714,0.421514227545927,"lose",1.91260131976934,0.0704537600643439,1.78317694721703,0.807689248247174,76,13,0.4834,0.52,189,0.587,0.592,9,0.875,0.7
"83",1153,2005,1234,64,20,59,5,17,19,25,16,27,5,11,6,1,20,-12,1,132,136,0,"N",0.460564653630885,0.426766581251662,"lose",0.883204500400225,0.185760395597366,2.35434601381417,0.227600549860584,25,18,0.5388,0.5469,73,0.5748,0.6311,23,0.6,0.777777777777778
"84",1153,2005,1246,69,25,49,7,12,12,18,7,29,16,15,7,5,17,9,0,164,138,0,"N",0.424205914041781,0.426766581251662,"win",1.09226846848488,1.13479120467812,2.35434601381417,0.227600549860584,9,18,0.5995,0.6663,7,0.5748,0.6311,23,0.7,0.777777777777778
"85",1155,2008,1437,75,22,44,7,13,24,29,5,31,8,19,6,1,15,6,0,352,137,0,"N",0.482663692829178,0.461510298351627,"win",0.76248899653882,0.163814048205317,1.58586364374988,1.62919894134992,52,23,0.5954,0.6138,7,0.5595,0.5833,50,0.666666666666667,0.7
"86",1155,2009,1276,62,20,51,10,26,12,15,9,24,16,14,5,3,11,3,0,392,136,0,"N",0.498041220245956,0.403918518381575,"win",-0.971003087625873,2.24675369992544,1.39114791711425,1.74538322740315,46,12,0.5684,0.4963,26,0.5728,0.609,17,0.625,0.375
"87",1156,2009,1112,71,22,44,3,11,24,28,6,27,12,11,8,3,19,14,0,426,139,0,"N",0.484424189198468,0.475501376858735,"win",0.113493564467083,0.26889338058142,0.0438812704033541,-0.474569680286228,49,75,0.5981,0.5867,2,0.5348,0.5599,85,0.375,0.8
"88",1156,2009,1448,69,26,50,5,13,12,17,10,23,10,18,4,13,20,-15,1,404,137,0,"N",0.39206928558352,0.475501376858735,"lose",2.85016914508184,-0.877348362568885,0.0438812704033541,-0.474569680286228,12,75,0.5345,0.5374,86,0.5348,0.5599,85,0.75,0.8
"89",1163,2004,1210,73,27,71,7,22,12,21,18,25,9,14,10,1,26,-9,1,128,154,0,"N",0.436729021485036,0.429822645311328,"lose",1.67181345889159,0.525478135593983,2.55903070631225,0.852733854332654,9,9,0.5643,0.5483,35,0.5574,0.593,47,0.555555555555556,0.8
"90",1163,2004,1436,53,19,60,11,32,4,6,11,18,10,12,7,1,19,-17,1,67,136,0,"N",0.43088439656958,0.429822645311328,"lose",-0.0820926739283736,0.93041482237539,2.55903070631225,0.852733854332654,153,9,0.4571,0.5066,265,0.5574,0.593,47,0.666666666666667,0.8
"91",1163,2004,1177,55,20,59,5,15,10,13,9,26,12,8,1,0,20,-17,1,99,138,0,"N",0.469208916046317,0.429822645311328,"lose",0.110301368598896,-0.511722419023666,2.55903070631225,0.852733854332654,79,9,0.558,0.5614,46,0.5574,0.593,47,0.777777777777778,0.8
"92",1163,2004,1435,53,20,57,8,24,5,8,6,15,11,11,8,0,14,-20,1,115,143,0,"N",0.441279990261954,0.429822645311328,"lose",0.840872892474722,1.44253905814401,2.55903070631225,0.852733854332654,21,9,0.5887,0.5364,8,0.5574,0.593,47,0.6,0.8
"93",1163,2004,1104,71,25,60,6,19,15,18,12,21,14,9,2,5,23,-16,1,122,145,0,"N",0.487429811817207,0.429822645311328,"lose",0.29158456509834,0.335344738059245,2.55903070631225,0.852733854332654,36.5,9,0.5735,0.5819,20,0.5574,0.593,47,0.666666666666667,0.8
"94",1163,2004,1181,78,29,71,6,22,14,23,17,20,11,9,8,3,24,-1,1,126,152,0,"N",0.375499509207686,0.429822645311328,"lose",1.96612958199749,0.599072509404739,2.55903070631225,0.852733854332654,2,9,0.5661,0.6246,32,0.5574,0.593,47,0.6,0.8
