"id","pred"
"2015_1116_1181",0.894627585916521
"2015_1125_1181",0.887637263547592
"2015_1124_1181",0.78796329672875
"2015_1112_1181",0.743997905037769
"2015_1107_1181",0.909679663135893
"2015_1153_1181",0.928901655047508
"2015_1157_1181",0.914855781447681
"2015_1172_1181",0.854938603590656
"2015_1138_1181",0.88012071490619
"2015_1129_1181",0.88932556607648
"2015_1173_1181",0.906144163014672
"2015_1139_1181",0.885587382854916
"2015_1107_1186",0.40630064092627
"2015_1153_1186",0.239450185937789
"2015_1157_1186",0.720694381722466
"2015_1116_1186",0.28810780912162
"2015_1129_1186",0.250718460523983
"2015_1172_1186",0.181032639238422
"2015_1139_1186",0.206544750964268
"2015_1112_1186",0.182927976909937
"2015_1140_1186",0.169841193247139
"2015_1173_1186",0.223244760479772
"2015_1181_1186",0.0936848230807204
"2015_1125_1186",0.160079860329507
"2015_1124_1186",0.179805807542341
"2015_1138_1186",0.23567370481643
"2015_1186_1207",0.84292360288334
"2015_1157_1207",0.8530528202861
"2015_1112_1207",0.314626580736495
"2015_1116_1207",0.792374010957775
"2015_1172_1207",0.453332712097626
"2015_1181_1207",0.123541382672711
"2015_1125_1207",0.76099990503351
"2015_1107_1207",0.848367992349365
"2015_1138_1207",0.626851365517161
"2015_1124_1207",0.50934048558022
"2015_1129_1207",0.766976658084861
"2015_1140_1207",0.21815115631718
"2015_1139_1207",0.433752648407125
"2015_1153_1207",0.742015056741679
"2015_1173_1207",0.540359049924824
"2015_1112_1208",0.16227152404873
"2015_1125_1208",0.201310345326361
"2015_1139_1208",0.168168825822776
"2015_1124_1208",0.178398067909125
"2015_1153_1208",0.160561032329303
"2015_1129_1208",0.276521949908049
"2015_1173_1208",0.186731196025682
"2015_1181_1208",0.0800825557209918
"2015_1207_1208",0.137438151893646
"2015_1172_1208",0.183474193014868
"2015_1107_1208",0.556023888250173
"2015_1138_1208",0.209689711610881
"2015_1116_1208",0.250205737393605
"2015_1157_1208",0.777366615519457
"2015_1186_1208",0.615309395836759
"2015_1140_1208",0.110041497540175
"2015_1125_1209",0.158574379455994
"2015_1181_1209",0.0953014653125833
"2015_1153_1209",0.275732253937848
"2015_1207_1209",0.197078193082653
"2015_1129_1209",0.331001921679667
"2015_1107_1209",0.467134581869889
"2015_1138_1209",0.243458947149501
"2015_1173_1209",0.231923766355649
"2015_1140_1209",0.166882919934524
"2015_1157_1209",0.760381013845401
"2015_1172_1209",0.186188250316097
"2015_1124_1209",0.183091937131949
"2015_1208_1209",0.541658500962917
"2015_1186_1209",0.551529597196132
"2015_1112_1209",0.183217936581303
"2015_1116_1209",0.293923078979058
"2015_1139_1209",0.226023704991973
"2015_1209_1211",0.902678876681994
"2015_1172_1211",0.827337056222559
"2015_1186_1211",0.907701316479773
"2015_1125_1211",0.916610749647033
"2015_1107_1211",0.90310783946745
"2015_1116_1211",0.879760679609564
"2015_1207_1211",0.847769942925634
"2015_1208_1211",0.92343787368379
"2015_1140_1211",0.687528131550582
"2015_1124_1211",0.816385107559481
"2015_1181_1211",0.413017035537451
"2015_1129_1211",0.886443813625222
"2015_1157_1211",0.91066240987867
"2015_1173_1211",0.870695731118588
"2015_1138_1211",0.857554753874604
"2015_1112_1211",0.715525711479514
"2015_1139_1211",0.854240498879478
"2015_1153_1211",0.864997968837587
"2015_1112_1214",0.153381710901033
"2015_1139_1214",0.16054664896656
"2015_1138_1214",0.185043142965941
"2015_1153_1214",0.165983328197507
"2015_1211_1214",0.082554258644232
"2015_1116_1214",0.224817026227338
"2015_1209_1214",0.265834542147202
"2015_1125_1214",0.122962224877395
"2015_1173_1214",0.153038836602174
"2015_1181_1214",0.0865986034746477
"2015_1107_1214",0.27917620896883
"2015_1172_1214",0.143042557630927
"2015_1207_1214",0.144435844180949
"2015_1186_1214",0.335405877477798
"2015_1124_1214",0.14539294728761
"2015_1140_1214",0.134492511716357
"2015_1208_1214",0.255069708475337
"2015_1157_1214",0.553149668535909
"2015_1129_1214",0.168412900300973
"2015_1211_1217",0.0923044030535079
"2015_1107_1217",0.381833069786196
"2015_1181_1217",0.0957145964367157
"2015_1214_1217",0.664300505173176
"2015_1208_1217",0.406825732290654
"2015_1153_1217",0.238649292893265
"2015_1207_1217",0.177145746840194
"2015_1209_1217",0.370357584256222
"2015_1139_1217",0.193946452702755
"2015_1112_1217",0.161817943699268
"2015_1124_1217",0.16587072479392
"2015_1186_1217",0.455778987923314
"2015_1138_1217",0.203911997123056
"2015_1173_1217",0.204083555879851
"2015_1157_1217",0.68382151701064
"2015_1172_1217",0.16929427539678
"2015_1140_1217",0.147142095699728
"2015_1129_1217",0.268293065404474
"2015_1116_1217",0.249504415466994
"2015_1125_1217",0.131652166249109
"2015_1181_1231",0.0883743758975788
"2015_1125_1231",0.168874881081124
"2015_1124_1231",0.184857219528089
"2015_1217_1231",0.595979273343621
"2015_1153_1231",0.189495424158101
"2015_1112_1231",0.169460920907633
"2015_1116_1231",0.225283762214725
"2015_1139_1231",0.166832434498042
"2015_1138_1231",0.19472080519322
"2015_1214_1231",0.699396809771835
"2015_1140_1231",0.145350018768031
"2015_1107_1231",0.474619106492881
"2015_1207_1231",0.172849244884157
"2015_1186_1231",0.531395104037963
"2015_1211_1231",0.0901737837747479
"2015_1208_1231",0.436349803222676
"2015_1209_1231",0.45524641853521
"2015_1172_1231",0.152014431732709
"2015_1157_1231",0.732132343638478
"2015_1129_1231",0.280017018794935
"2015_1173_1231",0.182216260907999
"2015_1140_1234",0.187647001212335
"2015_1112_1234",0.167554622232529
"2015_1173_1234",0.333359499861478
"2015_1181_1234",0.106422733087926
"2015_1125_1234",0.613568807729527
"2015_1172_1234",0.243009862665972
"2015_1214_1234",0.831317119378214
"2015_1153_1234",0.450327931467121
"2015_1107_1234",0.791636600584996
"2015_1209_1234",0.762960614713326
"2015_1157_1234",0.835966940821248
"2015_1129_1234",0.612102716932337
"2015_1124_1234",0.223807743464121
"2015_1116_1234",0.651394347083057
"2015_1138_1234",0.474288700193093
"2015_1231_1234",0.809618100889805
"2015_1207_1234",0.232555770473763
"2015_1211_1234",0.118605935174245
"2015_1217_1234",0.812700629651377
"2015_1208_1234",0.826060187141209
"2015_1186_1234",0.787538872709417
"2015_1139_1234",0.24425209073096
"2015_1217_1235",0.819301891393207
"2015_1207_1235",0.317851038054312
"2015_1181_1235",0.0933557476137572
"2015_1172_1235",0.258591790433337
"2015_1124_1235",0.29206170153152
"2015_1138_1235",0.503921040251435
"2015_1125_1235",0.579326188118407
"2015_1129_1235",0.653167319547006
"2015_1214_1235",0.847338434045225
"2015_1112_1235",0.228551949096624
"2015_1208_1235",0.819537238501672
"2015_1139_1235",0.364333448579156
"2015_1231_1235",0.837255575283566
"2015_1153_1235",0.410307037052321
"2015_1157_1235",0.851899426414575
"2015_1107_1235",0.808583050624765
"2015_1173_1235",0.328189818813914
"2015_1116_1235",0.626828134532869
"2015_1140_1235",0.212479264546943
"2015_1211_1235",0.111274558668576
"2015_1209_1235",0.785054910948634
"2015_1234_1235",0.52082379066089
"2015_1186_1235",0.815197095031699
"2015_1129_1242",0.708538269016312
"2015_1157_1242",0.789882708110054
"2015_1181_1242",0.169747379047763
"2015_1173_1242",0.64219205461876
"2015_1116_1242",0.667085706724569
"2015_1207_1242",0.452305934858636
"2015_1209_1242",0.729198524978313
"2015_1231_1242",0.741515902041988
"2015_1140_1242",0.264449637452548
"2015_1125_1242",0.684050972173124
"2015_1235_1242",0.634229253057197
"2015_1217_1242",0.75350164869666
"2015_1138_1242",0.635841279876383
"2015_1107_1242",0.767058066196434
"2015_1112_1242",0.377305341199563
"2015_1234_1242",0.578804969159494
"2015_1153_1242",0.637153373454554
"2015_1124_1242",0.414684151434505
"2015_1208_1242",0.746514741616822
"2015_1139_1242",0.490317511503505
"2015_1186_1242",0.756256730473771
"2015_1211_1242",0.220435373503124
"2015_1172_1242",0.548170950865868
"2015_1214_1242",0.781996461094616
"2015_1235_1246",0.758480636421351
"2015_1186_1246",0.840744963824257
"2015_1211_1246",0.259828213037189
"2015_1140_1246",0.30353824920527
"2015_1107_1246",0.834315207056168
"2015_1242_1246",0.58861343027097
"2015_1116_1246",0.803003854784969
"2015_1181_1246",0.211307584246134
"2015_1231_1246",0.845369573037066
"2015_1208_1246",0.859291227153126
"2015_1157_1246",0.856276584746945
"2015_1125_1246",0.764229338739332
"2015_1234_1246",0.787008004995297
"2015_1207_1246",0.63307132142304
"2015_1139_1246",0.502081736844203
"2015_1129_1246",0.76987355553597
"2015_1217_1246",0.83107084304135
"2015_1112_1246",0.4105332323056
"2015_1124_1246",0.597273842815685
"2015_1214_1246",0.857470839780922
"2015_1153_1246",0.759096946048226
"2015_1138_1246",0.670451861976086
"2015_1172_1246",0.461088355027809
"2015_1209_1246",0.832496616628319
"2015_1173_1246",0.565996483191378
"2015_1214_1248",0.383422681175148
"2015_1124_1248",0.151728215519309
"2015_1107_1248",0.20171992080225
"2015_1186_1248",0.259695017128724
"2015_1139_1248",0.168266242925161
"2015_1234_1248",0.208786144300505
"2015_1140_1248",0.144592486303844
"2015_1231_1248",0.281344531175805
"2015_1217_1248",0.312476128224731
"2015_1242_1248",0.20982801127604
"2015_1116_1248",0.225570657519987
"2015_1138_1248",0.207675670206364
"2015_1209_1248",0.253919144360374
"2015_1207_1248",0.151451562497761
"2015_1157_1248",0.409180328991497
"2015_1211_1248",0.084354904847752
"2015_1129_1248",0.197019700635344
"2015_1112_1248",0.15196352222045
"2015_1173_1248",0.175225740134775
"2015_1181_1248",0.0856218378958749
"2015_1125_1248",0.154195748441069
"2015_1246_1248",0.171894556334255
"2015_1235_1248",0.18932676535136
"2015_1172_1248",0.155624815217122
"2015_1208_1248",0.247926668237442
"2015_1153_1248",0.208355127537192
"2015_1207_1257",0.777860893721706
"2015_1211_1257",0.402673019894064
"2015_1138_1257",0.827965618950819
"2015_1181_1257",0.312783646270271
"2015_1172_1257",0.673332437660315
"2015_1248_1257",0.902910285266188
"2015_1140_1257",0.62582685311112
"2015_1231_1257",0.890663742078752
"2015_1157_1257",0.903774951789752
"2015_1173_1257",0.775827410048711
"2015_1235_1257",0.863352860315581
"2015_1209_1257",0.889765966156919
"2015_1107_1257",0.897095571723474
"2015_1153_1257",0.849487972578234
"2015_1234_1257",0.835288346440944
"2015_1129_1257",0.864837986430939
"2015_1124_1257",0.637591821263319
"2015_1217_1257",0.887876225856585
"2015_1125_1257",0.864187227685073
"2015_1139_1257",0.797533852736087
"2015_1116_1257",0.865131027796685
"2015_1186_1257",0.894077913523836
"2015_1214_1257",0.892243989403034
"2015_1246_1257",0.658653092334395
"2015_1112_1257",0.570154179028501
"2015_1208_1257",0.898252392390312
"2015_1242_1257",0.702479166070029
"2015_1173_1261",0.511904680131627
"2015_1248_1261",0.828448945336446
"2015_1207_1261",0.510508784903599
"2015_1140_1261",0.347890286915218
"2015_1257_1261",0.240249589196652
"2015_1181_1261",0.158105295601919
"2015_1125_1261",0.734770992829581
"2015_1153_1261",0.651961293065414
"2015_1211_1261",0.20183840369972
"2015_1231_1261",0.805062702907691
"2015_1138_1261",0.727165175645164
"2015_1186_1261",0.793882201859425
"2015_1208_1261",0.837396539745925
"2015_1172_1261",0.373647384051892
"2015_1107_1261",0.813170194485869
"2015_1124_1261",0.515379120599512
"2015_1157_1261",0.828537552036211
"2015_1214_1261",0.834158787562243
"2015_1116_1261",0.739901694562394
"2015_1139_1261",0.574918912929266
"2015_1217_1261",0.814171938426816
"2015_1246_1261",0.502322294071673
"2015_1129_1261",0.75416602472488
"2015_1209_1261",0.800855137389922
"2015_1234_1261",0.740691497189123
"2015_1242_1261",0.669906900593074
"2015_1235_1261",0.723670243463551
"2015_1112_1261",0.372856318955976
"2015_1248_1264",0.829198617661084
"2015_1186_1264",0.629092130070009
"2015_1112_1264",0.181626642952096
"2015_1261_1264",0.177722661029484
"2015_1125_1264",0.222876194635168
"2015_1235_1264",0.240083641293806
"2015_1234_1264",0.274995626683531
"2015_1153_1264",0.25498732167929
"2015_1242_1264",0.258942260441498
"2015_1257_1264",0.103007599960998
"2015_1181_1264",0.0894637713540144
"2015_1217_1264",0.736474206144787
"2015_1246_1264",0.214444342185871
"2015_1116_1264",0.317801263790074
"2015_1129_1264",0.33025620148533
"2015_1124_1264",0.170149728310525
"2015_1207_1264",0.184663342880438
"2015_1172_1264",0.175528583341424
"2015_1140_1264",0.150481044349952
"2015_1173_1264",0.204718307051551
"2015_1139_1264",0.195239994083347
"2015_1231_1264",0.727807168215194
"2015_1209_1264",0.67843740667987
"2015_1211_1264",0.0869652896383433
"2015_1214_1264",0.803182683173031
"2015_1107_1264",0.619971357678209
"2015_1157_1264",0.798226520287944
"2015_1138_1264",0.265656013055807
"2015_1208_1264",0.619283318317873
"2015_1129_1268",0.822821258832857
"2015_1157_1268",0.86255083928312
"2015_1235_1268",0.776724748716827
"2015_1125_1268",0.800404103562598
"2015_1248_1268",0.870835699857516
"2015_1107_1268",0.867895119879645
"2015_1173_1268",0.608330513273375
"2015_1172_1268",0.516521565393027
"2015_1207_1268",0.566323910138421
"2015_1214_1268",0.877266994685167
"2015_1231_1268",0.852379907027469
"2015_1116_1268",0.840227754602402
"2015_1209_1268",0.84542811777638
"2015_1138_1268",0.713230442932935
"2015_1186_1268",0.838616749074229
"2015_1234_1268",0.773848680127597
"2015_1124_1268",0.470886389173446
"2015_1257_1268",0.363886500739269
"2015_1112_1268",0.454008403069813
"2015_1181_1268",0.188359023262771
"2015_1242_1268",0.584187867959541
"2015_1211_1268",0.290420939516414
"2015_1208_1268",0.85505666473497
"2015_1139_1268",0.625429281896663
"2015_1153_1268",0.736115434925312
"2015_1140_1268",0.374981746628902
"2015_1217_1268",0.856458977608583
"2015_1264_1268",0.855338011471454
"2015_1246_1268",0.538275381601723
"2015_1261_1268",0.516465280493736
"2015_1211_1277",0.453874962497431
"2015_1242_1277",0.783531005242739
"2015_1207_1277",0.82148216461613
"2015_1157_1277",0.893772375146332
"2015_1125_1277",0.869392638946649
"2015_1208_1277",0.897010822415387
"2015_1217_1277",0.878626117175304
"2015_1231_1277",0.893932231866727
"2015_1112_1277",0.648199646519175
"2015_1257_1277",0.537688212462754
"2015_1209_1277",0.878809905251096
"2015_1138_1277",0.864907973249077
"2015_1214_1277",0.891653209715674
"2015_1234_1277",0.871717306912163
"2015_1181_1277",0.377614321112066
"2015_1140_1277",0.682441729031029
"2015_1261_1277",0.786669730496557
"2015_1248_1277",0.890848821910291
"2015_1129_1277",0.884056479805527
"2015_1153_1277",0.881045310364995
"2015_1268_1277",0.732675677403039
"2015_1186_1277",0.885611067982626
"2015_1173_1277",0.862429510493886
"2015_1172_1277",0.808547151291073
"2015_1264_1277",0.885872899962792
"2015_1124_1277",0.682966982325051
"2015_1246_1277",0.758218625744103
"2015_1235_1277",0.86161069560409
"2015_1116_1277",0.874928467272856
"2015_1107_1277",0.8937136991459
"2015_1139_1277",0.820776130294631
"2015_1257_1279",0.112674194652369
"2015_1172_1279",0.173365933724026
"2015_1246_1279",0.19423193700654
"2015_1139_1279",0.202673754316495
"2015_1107_1279",0.758574909451806
"2015_1138_1279",0.357637038202116
"2015_1248_1279",0.825676079669897
"2015_1231_1279",0.813411222726385
"2015_1235_1279",0.432713829988359
"2015_1214_1279",0.822823356939814
"2015_1217_1279",0.78496881275111
"2015_1208_1279",0.810915906382169
"2015_1186_1279",0.759182928257532
"2015_1173_1279",0.231752699963728
"2015_1234_1279",0.397955416265228
"2015_1124_1279",0.271988427692305
"2015_1211_1279",0.125077083057206
"2015_1207_1279",0.221274151903586
"2015_1125_1279",0.466104454857457
"2015_1116_1279",0.563543162940659
"2015_1129_1279",0.523259401228796
"2015_1261_1279",0.217383147304624
"2015_1242_1279",0.389171773490971
"2015_1153_1279",0.37032136719496
"2015_1209_1279",0.736692892344562
"2015_1112_1279",0.156181482610104
"2015_1140_1279",0.214918122022329
"2015_1181_1279",0.0852354638180687
"2015_1268_1279",0.221398103408697
"2015_1157_1279",0.826968211261239
"2015_1264_1279",0.6829061225382
"2015_1277_1279",0.10680659866639
"2015_1217_1295",0.867958688294055
"2015_1107_1295",0.816429899677147
"2015_1112_1295",0.295194529556981
"2015_1231_1295",0.832985630773458
"2015_1261_1295",0.42204530673853
"2015_1138_1295",0.607613008329299
"2015_1125_1295",0.678477524196266
"2015_1207_1295",0.436576033227478
"2015_1157_1295",0.874844225749007
"2015_1279_1295",0.593256405245493
"2015_1257_1295",0.156722030101412
"2015_1173_1295",0.44139511993652
"2015_1116_1295",0.706631757888237
"2015_1209_1295",0.848794510619353
"2015_1277_1295",0.117515948975696
"2015_1264_1295",0.804085239089279
"2015_1211_1295",0.157085140489075
"2015_1208_1295",0.84041725289942
"2015_1214_1295",0.900170219884141
"2015_1186_1295",0.807047526622892
"2015_1181_1295",0.0966536954992632
"2015_1268_1295",0.324402156596779
"2015_1124_1295",0.359110772209824
"2015_1172_1295",0.301601642138798
"2015_1139_1295",0.415999211426701
"2015_1129_1295",0.746028462101691
"2015_1242_1295",0.42829083996547
"2015_1153_1295",0.503041086000264
"2015_1140_1295",0.298951311704893
"2015_1248_1295",0.856199645623314
"2015_1235_1295",0.619649125847595
"2015_1234_1295",0.603863399476623
"2015_1246_1295",0.377437662321481
"2015_1231_1301",0.877069867220829
"2015_1246_1301",0.350624092432402
"2015_1173_1301",0.364164924990555
"2015_1107_1301",0.821113948711386
"2015_1209_1301",0.80111891990333
"2015_1279_1301",0.703584599756096
"2015_1157_1301",0.858976454760506
"2015_1217_1301",0.836905636298059
"2015_1112_1301",0.265251572901703
"2015_1208_1301",0.858919881039042
"2015_1235_1301",0.61358553267023
"2015_1139_1301",0.411777449788201
"2015_1234_1301",0.587176946759259
"2015_1261_1301",0.296483204775393
"2015_1172_1301",0.303285180102687
"2015_1138_1301",0.572508025976291
"2015_1153_1301",0.621022646053925
"2015_1116_1301",0.725585660673007
"2015_1268_1301",0.228078767497018
"2015_1129_1301",0.699177106893526
"2015_1214_1301",0.854610079610398
"2015_1277_1301",0.137731662646828
"2015_1181_1301",0.131040739980483
"2015_1257_1301",0.185147922101701
"2015_1295_1301",0.425199683621169
"2015_1211_1301",0.0980713083056078
"2015_1242_1301",0.452830455476665
"2015_1186_1301",0.828551679466863
"2015_1207_1301",0.409466906917851
"2015_1264_1301",0.780768342127561
"2015_1248_1301",0.836464001598017
"2015_1125_1301",0.688112282941349
"2015_1124_1301",0.338618424455356
"2015_1140_1301",0.206077373149774
"2015_1277_1308",0.109381770061291
"2015_1112_1308",0.202787661974951
"2015_1207_1308",0.252956848691006
"2015_1231_1308",0.838376967885026
"2015_1217_1308",0.855866638683296
"2015_1186_1308",0.81393168178664
"2015_1116_1308",0.562648990425563
"2015_1124_1308",0.218897167305438
"2015_1153_1308",0.414341117129703
"2015_1264_1308",0.715527750465615
"2015_1139_1308",0.271937722283469
"2015_1157_1308",0.837034345379525
"2015_1242_1308",0.261051770278849
"2015_1140_1308",0.218896849792976
"2015_1268_1308",0.204790522889599
"2015_1181_1308",0.0936402628332171
"2015_1301_1308",0.316003951298152
"2015_1279_1308",0.528937337922505
"2015_1138_1308",0.516421613952548
"2015_1234_1308",0.405150218243458
"2015_1173_1308",0.3440516056505
"2015_1125_1308",0.487273962273351
"2015_1208_1308",0.820013828131998
"2015_1246_1308",0.259603298025926
"2015_1129_1308",0.648460635444469
"2015_1172_1308",0.245991246111951
"2015_1211_1308",0.107843372776511
"2015_1107_1308",0.776522949396063
"2015_1261_1308",0.25890112205946
"2015_1209_1308",0.821883054143753
"2015_1295_1308",0.312483181911321
"2015_1248_1308",0.873470516931288
"2015_1235_1308",0.408199333839907
"2015_1214_1308",0.847431497935564
"2015_1257_1308",0.117247313858465
"2015_1112_1314",0.538062342410122
"2015_1257_1314",0.406879045623233
"2015_1277_1314",0.373913607969377
"2015_1207_1314",0.693402180151606
"2015_1279_1314",0.837274227136844
"2015_1209_1314",0.867856783727059
"2015_1235_1314",0.810192767115452
"2015_1116_1314",0.847215057646025
"2015_1107_1314",0.882950964201134
"2015_1181_1314",0.334033497395982
"2015_1261_1314",0.659640449562769
"2015_1186_1314",0.880948860551218
"2015_1153_1314",0.835786359440501
"2015_1308_1314",0.870305529740581
"2015_1264_1314",0.879389730884106
"2015_1295_1314",0.858049978920883
"2015_1234_1314",0.802140148373665
"2015_1129_1314",0.864287952379852
"2015_1172_1314",0.759542102945923
"2015_1242_1314",0.693742293793828
"2015_1157_1314",0.895413945381694
"2015_1139_1314",0.700846745780946
"2015_1138_1314",0.833590464239863
"2015_1248_1314",0.888416493978509
"2015_1211_1314",0.406515124162232
"2015_1140_1314",0.532974966854057
"2015_1214_1314",0.888594179380815
"2015_1246_1314",0.669769006346264
"2015_1231_1314",0.876397145394687
"2015_1268_1314",0.613422397962833
"2015_1173_1314",0.800528835615748
"2015_1124_1314",0.600898646419159
"2015_1217_1314",0.868886410683725
"2015_1125_1314",0.852359471445717
"2015_1301_1314",0.752813985642119
"2015_1208_1314",0.873648897123469
"2015_1235_1316",0.164509256008009
"2015_1153_1316",0.179503647218399
"2015_1295_1316",0.131659389411396
"2015_1138_1316",0.185291516335334
"2015_1172_1316",0.146742695012076
"2015_1264_1316",0.164679347543039
"2015_1116_1316",0.20217160608646
"2015_1279_1316",0.181512486612469
"2015_1308_1316",0.151593903219977
"2015_1140_1316",0.139086717618603
"2015_1112_1316",0.140513245503833
"2015_1139_1316",0.146052978708668
"2015_1242_1316",0.195184721808911
"2015_1124_1316",0.133988388200304
"2015_1125_1316",0.153461059644287
"2015_1231_1316",0.237800581688055
"2015_1214_1316",0.37435169227718
"2015_1186_1316",0.249712275083215
"2015_1246_1316",0.159320198901735
"2015_1314_1316",0.105213126777879
"2015_1261_1316",0.152103992365307
"2015_1217_1316",0.268954516866992
"2015_1257_1316",0.0921943469408706
"2015_1234_1316",0.180734234239674
"2015_1181_1316",0.0842068854707488
"2015_1211_1316",0.0799610930339819
"2015_1248_1316",0.567872494411642
"2015_1157_1316",0.375333497458395
"2015_1277_1316",0.103233075606814
"2015_1268_1316",0.134184050993397
"2015_1129_1316",0.197199693511217
"2015_1301_1316",0.16454016004514
"2015_1208_1316",0.210913339865172
"2015_1173_1316",0.167075005940085
"2015_1209_1316",0.210485115402685
"2015_1107_1316",0.205555327329243
"2015_1207_1316",0.143389235741447
"2015_1107_1318",0.792990092633689
"2015_1181_1318",0.0850097851911136
"2015_1314_1318",0.133644274112651
"2015_1316_1318",0.848570209670801
"2015_1112_1318",0.18854196052715
"2015_1209_1318",0.76435161250538
"2015_1268_1318",0.219768608402793
"2015_1277_1318",0.105389209102284
"2015_1257_1318",0.111100242949064
"2015_1214_1318",0.85921589214464
"2015_1242_1318",0.282333364408846
"2015_1125_1318",0.474665282355672
"2015_1139_1318",0.287608480885951
"2015_1124_1318",0.198160841833898
"2015_1246_1318",0.272648217589971
"2015_1231_1318",0.821804702429939
"2015_1279_1318",0.488093430006901
"2015_1248_1318",0.827031966433234
"2015_1235_1318",0.461677099374029
"2015_1173_1318",0.405578993183657
"2015_1129_1318",0.613740138162483
"2015_1217_1318",0.769250270153223
"2015_1116_1318",0.552135337899509
"2015_1208_1318",0.786778890834773
"2015_1261_1318",0.271521168275833
"2015_1207_1318",0.272472788485236
"2015_1301_1318",0.351676903211925
"2015_1138_1318",0.430785455957127
"2015_1234_1318",0.397384562616287
"2015_1264_1318",0.749313391120024
"2015_1186_1318",0.755499424527315
"2015_1172_1318",0.236344565189408
"2015_1211_1318",0.0981745475242774
"2015_1153_1318",0.371376568872985
"2015_1295_1318",0.290440148308174
"2015_1308_1318",0.476816427814977
"2015_1157_1318",0.84992384654699
"2015_1140_1318",0.189525648195564
"2015_1314_1320",0.123600159382101
"2015_1139_1320",0.432385585544668
"2015_1107_1320",0.805793687709323
"2015_1140_1320",0.30805921940413
"2015_1235_1320",0.59432086344547
"2015_1207_1320",0.363859505729194
"2015_1116_1320",0.703637255537618
"2015_1173_1320",0.592796759688689
"2015_1138_1320",0.642513125697407
"2015_1153_1320",0.614504775950171
"2015_1186_1320",0.806224440121161
"2015_1248_1320",0.821828851059187
"2015_1279_1320",0.683811656411998
"2015_1172_1320",0.410518110044533
"2015_1124_1320",0.323325389664329
"2015_1181_1320",0.0846901278804743
"2015_1211_1320",0.147520981259192
"2015_1246_1320",0.302347760094311
"2015_1231_1320",0.831614981813233
"2015_1268_1320",0.331560936862527
"2015_1214_1320",0.84724290987388
"2015_1301_1320",0.461769416772607
"2015_1217_1320",0.821176990479419
"2015_1261_1320",0.539130615633635
"2015_1157_1320",0.846783822511248
"2015_1318_1320",0.608813439968174
"2015_1316_1320",0.853765466753535
"2015_1125_1320",0.682591135583281
"2015_1257_1320",0.149683340386441
"2015_1277_1320",0.111687751698454
"2015_1242_1320",0.329610254337642
"2015_1129_1320",0.713456241111321
"2015_1295_1320",0.496280292173335
"2015_1209_1320",0.787984769970348
